"机构名称(中文)"	"机构ID"	"notice_numb"	"notice_date"	"patent_name"
"西安标准工业股份有限公司"	"02600302"	"CN101532223B"	"20121107"	"一种包缝机缝纫自动剪辫装置及工作方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101533706A"	"20090916"	"一种单相双柱式电抗器的绕组接线结构"
"中国西电电气股份有限公司"	"T000025764"	"CN101533706B"	"20120523"	"一种单相双柱式电抗器的绕组接线结构"
"西安标准工业股份有限公司"	"02600302"	"CN101538782A"	"20090923"	"自动折袋机构"
"西安标准工业股份有限公司"	"02600302"	"CN101538782B"	"20121003"	"自动折袋机构"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101545360A"	"20090930"	"一种井口吊卡装置"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101545360B"	"20100811"	"一种井口吊卡装置"
"中国西电电气股份有限公司"	"T000025764"	"CN101552102A"	"20091007"	"一种有载调压降压变压器的线圈结构"
"中国西电电气股份有限公司"	"T000025764"	"CN101552109A"	"20091007"	"防止金属螺杆或螺栓产生漏磁匝链环流的绝缘方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101552109B"	"20110119"	"防止金属螺杆或螺栓产生漏磁匝链环流的绝缘方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101552145A"	"20091007"	"一种弹簧操动机构的合闸保持装置"
"中国西电电气股份有限公司"	"T000025764"	"CN101552145B"	"20110119"	"一种弹簧操动机构的合闸保持装置"
"中国西电电气股份有限公司"	"T000025764"	"CN101556841A"	"20091014"	"一种膜包矩形绞合导线及制备方法"
"东北制药集团股份有限公司"	"01000597"	"CN101566575B"	"20110511"	"一种检测2-酮基-L-古龙酸中蛋白质含量的方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101572168A"	"20091104"	"一种可方便更换硅胶的储油柜吸湿器"
"中国西电电气股份有限公司"	"T000025764"	"CN101572170A"	"20091104"	"一种带辅助铁轭的变压器铁心结构"
"中国西电电气股份有限公司"	"T000025764"	"CN101576583A"	"20091111"	"对带有移相绕组变压器电压比的试验方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101576583B"	"20101229"	"对带有移相绕组变压器电压比的试验方法"
"东软集团股份有限公司"	"02600718"	"CN101576899A"	"20091111"	"一种对数字化医学图像进行检索的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101576899B"	"20110209"	"一种对数字化医学图像进行检索的方法和装置"
"中国葛洲坝集团股份有限公司"	"02600068"	"CN101581087A"	"20091118"	"高面板堆石坝坝体填筑时空预沉降控制法"
"中国葛洲坝集团股份有限公司"	"02600068"	"CN101581087B"	"20110119"	"高面板堆石坝坝体填筑时空预沉降控制法"
"中国西电电气股份有限公司"	"T000025764"	"CN101582569A"	"20091118"	"一种GIS用压力平衡型伸缩节"
"中国西电电气股份有限公司"	"T000025764"	"CN101582569B"	"20110629"	"一种GIS用压力平衡型伸缩节"
"东软集团股份有限公司"	"02600718"	"CN101582793A"	"20091118"	"网络拓扑图形化显示方法及装置"
"东软集团股份有限公司"	"02600718"	"CN101582793B"	"20110330"	"网络拓扑图形化显示方法及装置"
"中国西电电气股份有限公司"	"T000025764"	"CN101586200A"	"20091125"	"一种铸造铜铬合金及制备方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101586200B"	"20110504"	"一种铸造铜铬合金及制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101590529A"	"20091202"	"一种高松装密度钼粉的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101590529B"	"20110810"	"一种高松装密度钼粉的制备方法"
"沈阳新松医疗科技股份有限公司"	"T000148930"	"CN101592630B"	"20110518"	"一种分析氧气浓度和流速的装置及其分析方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101596672A"	"20091209"	"一种悬吊式换流阀的阀支架装配工具"
"中国西电电气股份有限公司"	"T000025764"	"CN101596672B"	"20110504"	"一种悬吊式换流阀的阀支架装配工具"
"东软集团股份有限公司"	"02600718"	"CN101599957A"	"20091209"	"一种SYN洪水攻击的防御方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101599957B"	"20120530"	"一种SYN洪水攻击的防御方法和装置"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101604847A"	"20091216"	"自动准同期并网设备的一种自动投退方法"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101604847B"	"20110525"	"自动准同期并网设备的一种自动投退方法"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101604949A"	"20091216"	"高炉煤气余压发电装置并网后励磁系统的自动调节方法"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101604949B"	"20111005"	"高炉煤气余压发电装置并网后励磁系统的自动调节方法"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101604950A"	"20091216"	"高炉煤气余压发电装置并网前励磁系统的自动调节方法"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101604950B"	"20110525"	"高炉煤气余压发电装置并网前励磁系统的自动调节方法"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN101606633A"	"20091223"	"肉鸡颗粒料半制粒及其生产方法"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN101606633B"	"20130102"	"肉鸡颗粒料半制粒及其生产方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101608106A"	"20091223"	"一种瓷套粘接用室温固化胶粘剂"
"中国西电电气股份有限公司"	"T000025764"	"CN101608106B"	"20120627"	"一种瓷套粘接用室温固化胶粘剂"
"东软集团股份有限公司"	"02600718"	"CN101615187A"	"20091230"	"报表实例存储方法及装置、报表读取方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101615208A"	"20091230"	"一种晶闸管反向恢复过程的仿真等效电路"
"中国西电电气股份有限公司"	"T000025764"	"CN101615208B"	"20120201"	"一种晶闸管反向恢复过程的仿真等效电路"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN101618237A"	"20100106"	"用于仔猪体表的干燥剂"
"辽宁禾丰牧业股份有限公司"	"T000058625"	"CN101618237B"	"20120613"	"用于仔猪体表的干燥剂"
"西部金属材料股份有限公司"	"03133852"	"CN101625278A"	"20100113"	"一种钛钢复合板反应器焊缝的热状态压力检定方法"
"西部金属材料股份有限公司"	"03133852"	"CN101629912A"	"20100120"	"一种钛钢复合板设备钛焊缝可靠性测定方法"
"东软集团股份有限公司"	"02600718"	"CN101630247A"	"20100120"	"基于BPEL数据交换的过程处理方法及处理系统"
"中国西电电气股份有限公司"	"T000025764"	"CN101630571A"	"20100120"	"一种变压器用管式散热器"
"中国西电电气股份有限公司"	"T000025764"	"CN101630571B"	"20110504"	"一种变压器用管式散热器"
"中国西电电气股份有限公司"	"T000025764"	"CN101630820A"	"20100120"	"变压器电缆线保护套架的制备方法"
"西部金属材料股份有限公司"	"03133852"	"CN101633067A"	"20100127"	"一种钛和钢的钎焊方法"
"中国西电电气股份有限公司"	"T000025764"	"CN101633827A"	"20100127"	"一种用于电气瓷套粘接的高温固化胶黏剂及其制备方法"
"东软集团股份有限公司"	"02600718"	"CN101635046A"	"20100127"	"基于统一计算设备架构技术的图像处理方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101635046B"	"20120627"	"基于统一计算设备架构技术的图像处理方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101639845A"	"20100203"	"树节点展现方法及装置"
"东软集团股份有限公司"	"02600718"	"CN101639893A"	"20100203"	"道路方向识别的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101639893B"	"20130313"	"道路方向识别的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101639904A"	"20100203"	"工作流系统及其在流程运行期实现任务的方法"
"中兴通讯股份有限公司"	"01000063"	"CN101640522A"	"20100203"	"一种适用于抽取滤波器的数据抽取方法及装置"
"中兴通讯股份有限公司"	"01000063"	"CN101640522B"	"20151021"	"一种适用于抽取滤波器的数据抽取方法及装置"
"金堆城钼业股份有限公司"	"03134603"	"CN101642712A"	"20100210"	"一种焦炉气中有机硫加氢转化催化剂及其制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642731A"	"20100210"	"一种对浮选后的钼精矿的脱油处理方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642811A"	"20100210"	"一种大单重钼制品的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642811B"	"20110105"	"一种大单重钼制品的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642813A"	"20100210"	"一种制备钼管的方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642814A"	"20100210"	"一种近球形钼粉的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642814B"	"20110105"	"一种近球形钼粉的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642817A"	"20100210"	"一种钼粉的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101642817B"	"20120704"	"一种钼粉的制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101643210A"	"20100210"	"一种制备超微碳化物粉体的方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101643244A"	"20100210"	"一种制备十二钼酸铵的方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101643663A"	"20100210"	"一种重整原料油脱硫剂"
"金堆城钼业股份有限公司"	"03134603"	"CN101643664A"	"20100210"	"一种重整原料油脱硫剂及其制备方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101643862A"	"20100210"	"一种纳米稀土氧化物掺杂钼合金板的制备方法"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"CN101643900A"	"20100210"	"一种气帘保护式三维同轴激光送粉头"
"东软集团股份有限公司"	"02600718"	"CN101645934A"	"20100210"	"基于加权的Web服务评价方法、Web服务查找方法及其装置"
"东软集团股份有限公司"	"02600718"	"CN101645934B"	"20120229"	"基于加权的Web服务评价方法、Web服务查找方法及其装置"
"东软集团股份有限公司"	"02600718"	"CN101645935A"	"20100210"	"基于QoS指标和Web服务输出参数的Web服务组合方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101645935B"	"20120425"	"基于QoS指标和Web服务输出参数的Web服务组合方法和装置"
"西安陕鼓动力股份有限公司"	"T000026927"	"CN101649460A"	"20100217"	"一种煤气管道防腐专用缓蚀剂"
"中国西电电气股份有限公司"	"T000025764"	"CN101651030A"	"20100217"	"一种带低压补偿的自耦变压器"
"中国葛洲坝集团股份有限公司"	"02600068"	"CN101653765A"	"20100224"	"一种砾石土料级配调整方法"
"中国葛洲坝集团股份有限公司"	"02600068"	"CN101653765B"	"20130130"	"一种砾石土料级配调整方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101660045A"	"20100303"	"从氨浸渣中浸出回收钼的方法"
"金堆城钼业股份有限公司"	"03134603"	"CN101660045B"	"20110413"	"从氨浸渣中浸出回收钼的方法"
"西部金属材料股份有限公司"	"03133852"	"CN101660130A"	"20100303"	"一种制备铌溅射靶材的方法"
"西部金属材料股份有限公司"	"03133852"	"CN101660130B"	"20110601"	"一种制备铌溅射靶材的方法"
"西部金属材料股份有限公司"	"03133852"	"CN101660166A"	"20100303"	"一种耐腐蚀有色金属管件的处理方法"
"中兴通讯股份有限公司"	"01000063"	"CN101662475A"	"20100303"	"WAPI终端接入IMS网络的认证方法、系统和终端"
"中兴通讯股份有限公司"	"01000063"	"CN101662475B"	"20120613"	"WAPI终端接入IMS网络的认证方法、系统和终端"
"西部金属材料股份有限公司"	"03133852"	"CN101664759A"	"20100310"	"一种小规格厚壁钛合金管材制备方法"
"西部金属材料股份有限公司"	"03133852"	"CN101664767A"	"20100310"	"一种难熔金属的挤压方法"
"西部金属材料股份有限公司"	"03133852"	"CN101664834A"	"20100310"	"一种慢走丝切割钨镍铁合金器件的方法"
"西部金属材料股份有限公司"	"03133852"	"CN101664851A"	"20100310"	"一种钛和钢交流氦弧钎焊的方法"
"西部金属材料股份有限公司"	"03133852"	"CN101664852A"	"20100310"	"一种钛和钛钢复合板焊接方法"
"西部金属材料股份有限公司"	"03133852"	"CN101666623A"	"20100310"	"一种对慢走丝切割钨及钨合金器件的外观尺寸测量方法"
"西部金属材料股份有限公司"	"03133852"	"CN101666634A"	"20100310"	"一种对慢走丝切割钨及钨合金器件的平面度测量方法"
"东软集团股份有限公司"	"02600718"	"CN101667122A"	"20100310"	"一种扩展POJO实现支持附加信息的方法和装置"
"东软集团股份有限公司"	"02600718"	"CN101667122B"	"20121031"	"一种扩展POJO实现支持附加信息的方法和装置"
"西部金属材料股份有限公司"	"03133852"	"CN101670365A"	"20100317"	"一种双侧面镶嵌式银铜复合带材的制备方法"
"西部金属材料股份有限公司"	"03133852"	"CN101670365B"	"20110126"	"一种双侧面镶嵌式银铜复合带材的制备方法"
"西部金属材料股份有限公司"	"03133852"	"CN101670434A"	"20100317"	"一种X射线旋转阳极用TZM钼合金棒材的制备方法"
"西部金属材料股份有限公司"	"03133852"	"CN101670521A"	"20100317"	"一种金属钽带的制备方法"
"西部金属材料股份有限公司"	"03133852"	"CN101671770A"	"20100317"	"一种含有易挥发元素合金的热处理方法"
"西部金属材料股份有限公司"	"03133852"	"CN101671833A"	"20100317"	"一种含铟镉银合金废料中回收银的方法"
"西部金属材料股份有限公司"	"03133852"	"CN101672738A"	"20100317"	"观测核级银－铟－镉控制棒金相组织的样品处理方法"
"西部金属材料股份有限公司"	"03133852"	"CN101672738B"	"20111005"	"观测核级银-铟-镉控制棒金相组织的样品处理方法"
"西部金属材料股份有限公司"	"03133852"	"CN101672739A"	"20100317"	"银/钛/钢钎焊接头焊接界面金相组织的观测方法"
"西部金属材料股份有限公司"	"03133852"	"CN101672739B"	"20120718"	"银/钛/钢钎焊接头焊接界面金相组织的观测方法"
"东软集团股份有限公司"	"02600718"	"CN101673275A"	"20100317"	"一种保证数据库内事务一致的方法及装置"
"东软集团股份有限公司"	"02600718"	"CN101673275B"	"20120725"	"一种保证数据库内事务一致的方法及装置"
