"机构ID"	"机构名称(中文)"	"成立日期"	"主营业务"	"经营范围"
"T000275769"	"泰瑞机器股份有限公司"	"2006-08-08 00:00:00"	"注塑机的研发、设计、生产、销售和服务"	"　　生产、销售全电动（四轴联动伺服控制）塑料成型机及各类注塑机械、机械设备及配件。上述产品的售前培训、售后服务及同类产品的咨询服务。（依法须经批准的项目，经有关部门批准后方可开展经营活动）"
"T000275938"	"广东紫晶信息存储技术股份有限公司"	"2010-04-15 00:00:00"	"海量光存储设备(新型智能光盘库)和高端可刻录蓝光光盘(长寿命BD-R)的研发、生产和销售"	"　　研发、制造、销售：存储设备，光盘设备，可记录空白光盘，其他工业用生产设备，相关辅助材料及提供相关服务；太阳能光伏发电；房地产开发经营；计算机软硬件产品及系统集成；有形动产租赁业务，货物和技术进出口。（依法须经批准的项目，经相关部门批准后方可展开经营活动。）"
"T000275939"	"苏州林华医疗器械股份有限公司"	"1996-06-28 00:00:00"	"一次性使用注射穿刺类医疗器械的研发、生产和销售"	"　　生产：三类6866医用高分子材料及制品、6815注射穿刺器械，电子仪器，橡胶制品，医用不锈钢制品（器械柜、自动门、洗手池），销售本公司自产产品；从事医疗器械领域内的技术研发、技术转让、技术咨询、技术服务；从事本公司生产产品的同类商品、化工产品及技术的批发、进出口业务；面向成年人开展的培训服务（不含国家统一认可的职业证书类培训）（仅限于分支机构）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000275994"	"海南林恒制药股份有限公司"	"1994-05-04 00:00:00"	"片剂、胶囊剂的研发、生产、销售"	"　　片剂、胶囊剂、颗粒剂的研发、生产、销售。"
"T000276011"	"天阳宏业科技股份有限公司"	"2003-07-09 00:00:00"	"向以银行为主的金融机构提供IT解决方案、咨询、专业测试和运维服务"	"　　软件技术开发、技术转让、技术咨询、技术服务；计算机系统服务；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）；销售自行开发后的计算机软件产品；销售计算机软硬件及配件；计算机及配件的售后服务；计算机软硬件开发；计算机系统集成；计算机设备租赁。【依法需经批准的项目，经相关部门批准后方可经营该项目】"
"T000276016"	"锦浪科技股份有限公司"	"2005-09-09 00:00:00"	"从事分布式光伏发电系统核心设备组串式逆变器研发、生产、销售和服务"	"　　新能源技术开发、技术咨询服务;太阳能光伏电力电量生产、自产太阳能光伏电力电量销售;太阳能光伏项目、风电项目的设计、建设开发、投资、经营管理、维护及工程配套服务;光伏和风力逆变器、新能源发电设备、风力发电设备、蓄电设备、充电桩设备、新能源汽车、电力设备、电子产品、机电一体化产品和机械设备的研发、生产、销售和售后服务;自营和代理各类货物和技术的进出口,但国家限定公司经营或禁止进出口的货物和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000276029"	"成都联帮医疗科技股份有限公司"	"1997-03-19 00:00:00"	"医用分子筛制氧设备以及医用中心供氧系统工程、医用中心吸引系统、压缩空气系统及病房终端设施等产品的设计、生产、销售、安装以及售后服务。"	"　　设计、生产、销售、安装医用分子筛制氧设备、医用中心供气系统、高原中心供氧系统、高原弥散供氧系统、消毒灭菌设备、泵及真空设备、气体压缩机械、压力管道、压力容器、机电设备安装工程设计施工、电子与建筑智能化工程设计施工、建筑装饰装修工程设计施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000276044"	"北京虹博基因医疗科技股份有限公司"	"2012-04-06 00:00:00"	"体外诊断产品的代理、经销以及提供专业技术支持的综合服务。"	"　　技术推广服务;销售Ⅰ类医疗器械、II类医疗器械(以《第二类医疗器械经营备案凭证》为准)、计算机软硬件及辅助设备(不含计算机信息系统安全专用产品);零售、租赁机械设备;企业管理咨询;会议服务;承办展览展示活动;投资管理;市场调查;货物进出口;技术开发、技术服务、技术转让;销售汽车;销售第Ⅲ类医疗器械。(企业依法自主选择经营项目,开展经营活动;销售第三类医疗器械以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
"T000276067"	"安徽亿源药业股份有限公司"	"2011-03-07 00:00:00"	"中药饮片的生产和销售"	"　　许可经营项目：中药饮片（含毒性饮片）生产与销售。一般经营项目：农副产品收购，自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外），中药材（系未经炮制及药品标准或炮制规范允许初加工的中药材）；麻黄草收购（经营）。"
"T000276070"	"江西瑞济生物工程技术股份有限公司"	"2002-02-05 00:00:00"	"再生医学材料及再生型医用修复医疗器械研发、生产及销售"	"　　医疗器械生产、销售；生物材料研究、开发；信息技术咨询服务（依法需经批准的项目，需经方可开展经营活动）"
"T000276290"	"安徽天康医疗科技股份有限公司"	"2000-01-21 00:00:00"	"从事一次性输液器、一次性普通注射器和一次性自毁式注射器的研发、生产和销售"	"　　三类：6815注射穿刺器械、6866医用高分子材料及制品、6845体外循环及血液处理设备，二类：6864医用卫生材料及敷料、6809泌尿肛肠外科手术器械生产和销售（有效期至2016年11月21日）；经营本企业自产的商品及技术的进出口业务（但国家限定公司经营和禁止进出口的商品和技术除外）；塑料粒子、塑料模具加工和销售；包装材料销售。"
"T000276292"	"天津捷强动力装备股份有限公司"	"2005-11-01 00:00:00"	"从事核化生防御装备核心部件的研发、生产和销售。"	"　　计算机软、硬件及外围设备、虚拟现实软硬件、电子产品、通讯设备（发射装置除外）、遥控设备、信息设备、仿真器材、模拟器材、自动化控制系统、开关控制系统、变压器、调压器、配电系统、电源、电源包、电源适配器、电源管理模块、电气控制柜、检验设备、仪器仪表、机械设备、机箱、机柜、方舱、线束、工具、五金交电、汽车零部件、电机、电缸、减速机、机器人、智能稳态平台、发电机、发电机组、改装车用汽车自发电机组、液压元件、液压空气压缩机、液压动力系统及液压驱动装置、核生化装备、侦察与监测设备、三防设备、人防设备、洗消装备、洁净设备、表面处理设备、防暴与防爆设备、探测与排雷装备、加固设备、机电设备、光电设备、能源设备、环保设备、维修箱组、移动营房、桥梁装备、路面装备、空气净化设备负压隔离装备的生产、研发、销售；技术开发、技术咨询、技术服务、技术转让；网络技术服务；维修、维护、保养、检测、计量、装备保障、安防、应急救援、退役装备报废处置与资源化利用、环保工程、三防工程、污废处置与资源化利用、土壤与水系修复的服务及其设备的研制、生产、销售；专用化学产品制造、销售（不含危险化学品）；润滑油加工、制造、销售（不含危险化学品）；汽车底盘、专用车辆的经销；教育咨询服务（不含涉许可审批的教育培训活动）；会议及展览服务；文化艺术交流及赛事活动的组织、策划、咨询、服务；进出口贸易（法律、行政法规另有规定的除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000276325"	"江苏奥迪康医学科技股份有限公司"	"1996-11-12 00:00:00"	"临床医学体外诊断分析仪及配套试剂的销售、生产和研发"	"　　二类6840体外诊断试剂、二类6840临床分析仪器的研制、生产、销售；自营和代理各类商品的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外、危险品除外）。"
"T000276340"	"中科美菱低温科技股份有限公司"	"2002-10-29 00:00:00"	"主要从事低温制冷设备和产品的研发、生产和销售"	"　　低温制冷设备和产品的研制、开发、生产、销售及服务，医疗器械二类：6858医用冷疗、低温、冷藏设备及器具的研制、生产、销售及服务；计算机网络系统集成；智能产品系统集成；软件开发、技术信息服务；电子产品、自动化设备开发、生产、销售及服务;制冷工程设备安装、调试、维护、租赁及销售；冷链运输车、冷藏冷冻车的销售服务;冷链保温箱的开发、生产、销售及服务;冷库、商用冷链产品开发、生产、销售、租赁及仓储（除危险品）服务;液氮生物容器及配件开发、生产、销售及服务；家用健康产品的开发、生产、销售及服务；医用耗材、实验室耗材、监控产品的开发、生产、销售及服务；钣金及机电、机械配件加工、销售；金属材料销售；自营和代理各类商品和技术进出口业务。（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000276344"	"江苏诺泰澳赛诺生物制药股份有限公司"	"2009-04-03 00:00:00"	"多肽、生物制品、化学药品的研究、开发、生产和销售；医药中间体的开发、生产、销售等"	"　　冻干粉针剂、小容量注射剂（含非最终灭菌）、原料药、片剂、硬胶囊剂、保健品、医疗器械的生产（均按许可证核定内容经营）；制药技术、生物技术的研发；医药中间体、多肽中间体的生产（药品、保健品、食品、饲料等涉及专项审批的产品除外）；自营和代理各类商品及技术的进出口业务，但国家限定公司经营或禁止进口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000276652"	"安徽伊普诺康生物技术股份有限公司"	"2012-03-06 00:00:00"	"体外诊断试剂的研发、生产和销售。"	"　　体外诊断试剂的生产、销售（在许可证有效期内经营）；生物技术的开发（不含药品）；销售医疗器械（限一类）、仪器、仪表、化工原料及产品（不含危险化学品）（以上凡涉及许可的项目均凭许可证件经营）"
"T000277314"	"苏州敏芯微电子技术股份有限公司"	"2007-09-25 00:00:00"	"MEMS传感器的研发、生产和销售"	"　　开发设计微电子机械系统传感器、集成电路及新型电子元器件、计算机软件；生产MEMS传感器，销售本公司自产产品，并提供相关的技术咨询和技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000277379"	"苏州工业园区新宁诊所股份有限公司"	"2007-04-18 00:00:00"	"提供国际标准的全科医疗服务"	"　　诊所服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000277580"	"江苏天晟药业股份有限公司"	"2001-04-09 00:00:00"	"原料药和植物提取物的生产与销售"	"　　原料药（甘草酸单钾M、甘草酸单铵盐S、苦参素、苦参碱、葛根素、甘草酸二铵）生产；氢氧化钠销售；食品添加剂、甘草酸及其盐类（甘草提取物）、植物提取物、医药中间体生产；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000277669"	"江苏固德威电源科技股份有限公司"	"2010-11-05 00:00:00"	"光伏逆变器等产品的研发、生产、销售。"	"　　研发、生产、销售：风能、光伏逆变器系统；软件研发、光伏系统的集成和安装；智能家居、智能电网等电子产品、低压成套开关设备、充电桩；销售：电子电路元件、金属制品、半导体照明器件、显示器件、包装材料、绝缘制品、塑料制品、变压器、整流器和电感器、其他输配电及控制设备、光伏设备元器件；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)"
"T000277683"	"大理药业股份有限公司"	"1996-10-21 00:00:00"	"中西药注射剂的生产与销售。"	"　　生产和销售自产的大容量注射剂、小容量注射剂(含非最终灭菌),中药前处理及提取。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000277688"	"新东方新材料股份有限公司"	"1994-12-18 00:00:00"	"从事油墨和胶粘剂生产。"	"　　货运：经营性危险货物运输（第3类）（剧毒化学品除外）（凭有效许可证经营）。油墨、塑料制品制造、销售；化工原料销售；经营本企业自产产品及技术的出口业务和本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及技术的进出口业务，经营进料加工和“三来一补”业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000277691"	"菲林格尔家居科技股份有限公司"	"1995-03-13 00:00:00"	"从事木地板(主要为强化复合地板、实木复合地板)、橱柜家具的研发、设计、生产及销售"	"　　家居新材料科技、节能环保科技、新能源科技、智能科技领域内的技术开发、技术咨询、技术服务、技术转让，家居用品的设计，生产实木地板、各种复合地板、人造板、地板、整体橱柜、家具，销售自产产品并提供售后服务；上述同类产品、室内装饰用五金件、厨房家用电器、厨房手工具、烹调及民用电器加热设备、水暖管件、卫生设备及配件的批发、佣金代理（拍卖除外）及相关配套服务，从事货物和技术的进出口业务,道路货物运输（除危险化学品）。【依法需经审批的项目，经相关部门批准后方可开展经营活动】。"
"T000277698"	"江苏中设集团股份有限公司"	"1987-08-20 01:00:00"	"规划咨询及勘察设计、工程监理、项目管理、工程总承包"	"　　建设工程咨询服务;规划咨询;项目建议书、可研报告的编制;评估咨询;工程项目管理;工程监理;工程招标代理;工程造价咨询;工程勘察(岩土工程、工程测量、水文地质)、测绘;公路工程、市政工程、水运工程(港口、航道)、风景园林、铁道工程、房屋建筑工程、水利工程、农林工程、住宅小区的设计;城市、交通、城市园林绿化、风景名胜区的规划、设计;工程和技术研究、试验、检测;环境监测;企业管理咨询;房地产咨询;软件开发和技术服务;以下经营范围限分公司经营打字、复印的服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000277701"	"烟台正海生物科技股份有限公司"	"2003-10-22 00:00:00"	"生物再生材料的研发、生产与销售"	"　　研发、生产、加工II类、III类医疗器械；销售自产产品；从事II类、III类医疗器械的批发业务；生物科技、医药医疗领域的技术开发、技术咨询、技术转让、技术服务；采用生物工程技术研发新型药物及中药材，管理信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000277803"	"深圳市宝明堂健康药业股份有限公司"	"2005-12-22 00:00:00"	"中药饮片的生产与销售"	"　　一般许可项目：滋补类中药材的销售；网上贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目有需取得许可后方可经营）；农副产品的经营。许可经营项目：生产销售中药饮片（净制、切制，含直接口服饮片）；预包装食品（不含复热预包装食品）、散装食品（不含散装直接入口食品）的批发销售（非实物方式），保健食品的批发销售。"
"T000277876"	"深圳市有方科技股份有限公司"	"2006-10-18 00:00:00"	"物联网无线通信模块、物联网无线通信解决方案和物联网无线通信终端的研发、生产(外协加工方式实现)及销售。"	"　　电子产品的技术开发、销售；电子通讯产品、通讯模块的技术开发及销售；通讯模块软件的技术开发、销售及相关技术咨询；车联网终端、车载智能终端、物联网通信终端的技术开发及销售；其它国内商业、物资供销业，货物及技术进出口。电子通讯产品、通讯模块、车联网终端、车载智能终端、物联网通信终端的生产加工。"
"T000277923"	"泰州市榕兴医疗用品股份有限公司"	"1996-11-27 00:00:00"	"医用功能性生物敷料的生物、研发和销售等。"	"　　医疗器械制造、销售(按《医疗器械生产许可证》所列范围经营);面膜的生产、批发与零售,自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。食品生产;保健食品销售;特殊医学用途配方食品销售;食品经营(销售预包装食品);用于传染病防治的消毒产品生产;消毒剂生产(不含危险化学品);技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;消毒剂销售(不含危险化学品)(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000277931"	"江苏大美健康科技股份有限公司"	"2012-08-24 00:00:00"	"专为女性和婴儿提供母婴产品、母婴家政、婴童教育、健康顾问、心理调理、康体修养、营养调理、孕产母婴等服务。"	"　　健康保健技术的开发、技术咨询、技术服务、技术转让；非医疗的妇女及婴幼儿保健服务；保健按摩服务；家政服务；美容服务；休闲健身活动；营养膳食咨询服务；食品加工技术的信息咨询及技术转让；餐饮管理；文化艺术交流；公关策划；会议及展览服务；日用百货的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；餐饮服务；计算机及网络培训、职业技能培训（不含与学历教育相关的培训或服务）。互联网信息服务业务（除新闻、出版、教育以外的内容）；计算机软件及辅助设备、技术开发、技术转让、技术咨询、技术服务；软件研发；包装装潢设计；产品设计；咖啡馆；制售冷热饮品；简餐制售；母婴用品、服装、文化用品、卫生用品、化妆品、纸制品销售；网上贸易代理；预包装食品兼散装食品销售；乳制品（含婴幼儿配方乳粉）批发与零售；家庭服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000278015"	"深圳市瀚翔生物医疗电子股份有限公司"	"1997-06-25 00:00:00"	"人因工程、体育、心理科研和医疗产品的销售"	"　　电子产品、通讯设备、仪器仪表的购销、上门维修、技术咨询及培训（不含专营、专控和专卖商品）；Ⅱ类6821医用电子仪器设备的设计、研发、生产；Ⅱ类、Ⅲ类6821医用电子仪器设备、Ⅱ类、Ⅲ类6826物理治疗及康复设备的销售、上门维修、技术咨询及技术培训；全部二类医疗器械（仅包括常温贮存的体外诊断试剂）的销售、上门维修、技术咨询及技术培训；经营进出口业务；国内、国际贸易代理。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。"
"T000278154"	"江苏北人机器人系统股份有限公司"	"2011-12-26 00:00:00"	"提供工业机器人自动化、智能化的系统集成整体解决方案"	"　　加工组装：机器人；自动化设备、机械电子设备、自动化系统与生产线的开发、设计；信息技术与网络系统开发、技术咨询、技术服务、技术转让；销售：计算机、机械电子设备及配件、焊接材料；从事机器人及相关配件的进口、机器人系统及相关技术的出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000278255"	"江苏凯基生物技术股份有限公司"	"2000-11-18 00:00:00"	"生物科研试剂产品的研发、生产、销售，实验仪器设备的销售，技术服务与体外诊断试剂CMO服务"	"　　中药、西药、生物医药的研究开发、技术服务和技术转让;试剂、生物信息学软件及相关产品的研究开发、生产、销售、代理、技术服务和技术转让;化妆品的研究开发、销售、代理、服务和技术转让;仪器仪表、试验耗材、医药中间体销售;医疗器械生产(按许可证所列项目经营);自营和代理各类商品和技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外);电子产品、电子计算机及配件销售、计算机软硬件研发及销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"T000278378"	"河南利伟生物药业股份有限公司"	"2005-09-27 00:00:00"	"医药原料及化妆品原料的研发、生产与销售,并专注于液晶用胆固醇、医药用胆固醇、饲料用胆固醇和7-去氢胆固醇的研发、生产和销售"	"　　生产：中药饮片（胆固醇、胆酸、牛胆粉、猪胆粉、胆红素、猪去氧胆酸），原料药（硫酸锌），山药片、菊花、地黄、牛膝、预包装食品、食品添加剂、包装食品、7-去氢胆固醇、维生素D3、醋酸泼尼松、醋酸可的松、胶原蛋白；农作物种植、农产品加工；销售饲料原料；从事货物和技术进出口业务；生产、销售：生物柴油（限分支机构经营）。"
"T000278380"	"上海复洁环保科技股份有限公司"	"2011-11-18 00:00:00"	"为城镇和工业(园区)污水处理厂(站)提供污泥脱水干化及废气净化技术装备及服务，高端节能环保技术与装备的研发、设计、制造、集成、安装与运维服务。"	"　　节能环保技术与设备、固液分离装备（含污泥处理处置）、软件开发、设计、销售、安装、调试、运营及技术服务，环保工程与机电设备安装专业承包及投资，从事货物及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000278437"	"甘肃人为峰药业股份有限公司"	"2006-08-29 00:00:00"	"药品批发。"	"　　中药材（国限品种除外）、中药饮片、中成药、化学原料药、抗生素原料药、化学药制剂、抗生素制剂、生物制品（除疫苗）、第一类医疗器械、第二类医疗器械、第三类6801基础外科手术器械，6804眼科手术器械，6810矫形外科（骨科）手术器械，形外科（骨科）手术器械，6815注射穿刺器械，6821医用电子仪器设备，6823医用超声仪器及有关设备，6826物理治疗设备，6854手术室、急救室、诊疗室设备及器具，6858医用冷疗、低温、冷藏设备及器具，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品的批发（以上项目凭《药品经营许可证》《医疗器械经营许可证》和《医疗器械经营企业备案证》许可范围及有效期限经营）；消杀用品、食品、预包装食品（不含冷藏冷冻食品）、保健食品的销售；初级农产品的收购、批发零售；医药技术开发；中西药品、生物生化制品及新产品的研究开发技术服务、技术转让；健康咨询；自营和代理货物或技术的进出口（不含国家禁止进出口类别的品种）；普通货物仓储服务；中药材种植；日用品、化妆品、纸制品、塑料制品、橡胶制品的销售；计算机软硬件的开发、手机软件的开发；电脑图文设计、制作及喷绘；计算机数码影像处理服务；企业管理咨询服务（不含金融、保险、证劵及个人征信业务）；企业形象策划、市场营销策划；展览展示服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】"
"T000278910"	"山东科源制药股份有限公司"	"2004-12-27 00:00:00"	"化学原料药、成品药及医药化工中间体的研发、生产和销售"	"　　原料药（格列齐特、盐酸艾司洛尔、双氯芬酸钾、富马酸氯马斯汀、单硝酸异山梨酯、氯唑沙宗、盐酸异丙肾上腺素、盐酸苯乙双胍、盐酸普罗帕酮、硝酸异山梨酯、盐酸二甲双胍、曲匹布通、烟酸占替诺、尼索地平、乳糖酸克拉霉素、甲钴胺、氨来呫诺、盐酸罗哌卡因、盐酸氟西汀、兰索拉唑、联苯乙酸、依达拉奉）、吸入剂的生产、销售（有效期限以许可证为准）；甲酚曲唑三硅氧烷、苯并三氮唑丙烯酚[2-（2H-苯并三氮唑-2-基）-4-甲基-6-（2-甲基丙烯-苯酚）]生产；货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000278940"	"南京伟思医疗科技股份有限公司"	"2001-01-10 00:00:00"	"从事康复医疗器械的研发、生产和销售"	"　　医疗器械生产、经营；计算机软硬件开发、销售；计算机系统服务；电子产品、金属材料、化工产品、建材、日用百货、五金交电、通讯设备、仪器仪表销售；电子产品租赁；医用电子仪器技术咨询及售后服务；房屋租赁；文化创意服务；面向成年人开展的培训服务（不含国家统一认可的职业证书类培训）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000279108"	"江苏美安医药股份有限公司"	"2009-07-29 00:00:00"	"药品、医疗器械的批发和销售"	"　　药品、医疗器械、食品、通用机械及配件、仪器仪表、电子产品、化妆品、卫生用品的销售;百货的零售;药品、医疗器械的技术开发、技术咨询、技术服务、技术转让及生产;设计、制作、代理、发布各类广告业务;医疗设备租赁服务(不含融资性租赁);道路普通货物运输;货物专用运输(冷藏保鲜);医疗器械的维修;计算机软硬件的技术开发、安装及销售;自营各类商品和技术的进出口(国家限定公司经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000279124"	"新乡瑞诚科技股份有限公司"	"2000-02-22 00:00:00"	"医药中间体的生产和销售"	"　　四乙酰核糖、次黄嘌呤、核苷（酸）生产销售；核苷类医药中间体、嘌呤、光电新材料、化工产品（不含危险化学品）销售；化工技术开发及咨询服务；从事货物和技术的进出口业务。（涉及许可经营项目，应取得相关部门许可后方可经营）"
"T000279187"	"南京正科医药股份有限公司"	"2001-07-30 00:00:00"	"药品的生产、研发、销售"	"　　药品生产(片剂、硬胶囊剂、颗粒剂)。新药技术开发、转让、咨询、服务（技术中介除外）；为技术合同签订方代购器材、设备；销售本厂产品。"
"T000279287"	"苏州创扬医药科技股份有限公司"	"2005-08-24 00:00:00"	"医疗塑料容器输液用组合盖以及聚丙烯改性料的研发、生产与销售"	"　　研发、生产、加工、销售医疗输液用塑料组合盖、软袋接口件；经销包装材料、化工原料及产品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000279305"	"祥云医疗投资股份有限公司"	"2008-01-25 00:00:00"	"向患者提供各种常见、疑难、危重皮肤病、性传播疾病等皮肤类疾病的诊断和治疗服务，以及向有皮肤美容需求的客户提供专业的检查、治疗、保健等医疗美容服务。"	"　　投资管理；医院管理（不含诊疗）；技术推广服务；经济贸易咨询；电脑图文设计；展览服务；组织文化艺术交流活动（不含演出）。"
"T000279346"	"宁波创源文化发展股份有限公司"	"2001-06-14 00:00:00"	"时尚文教、休闲文化用品的设计、生产、销售"	"　　一般项目：组织文化艺术交流活动；专业设计服务；工艺美术品及礼仪用品制造（象牙及其制品除外）；工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及收藏品零售（象牙及其制品除外）；玩具、动漫及游艺用品销售；纸制品制造；纸制品销售；塑料制品制造；塑料制品销售；包装服务；包装材料及制品销售；教学用模型及教具销售；文具制造；文具用品批发；文具用品零售；办公用品销售；五金产品研发；五金产品制造；五金产品批发；五金产品零售；电工器材制造；电工器材销售；日用杂品制造；日用杂品销售；日用百货销售；日用品销售；日用品批发；玩具制造；玩具销售；厨具卫具及日用杂品批发；体育用品制造；体育用品及器材批发；体育用品及器材零售；户外用品销售；宠物食品及用品零售；宠物食品及用品批发；互联网销售（除销售需要许可的商品）；信息系统集成服务；软件开发；计算机及办公设备维修；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；信息技术咨询服务；日用口罩（非医用）生产；日用口罩（非医用）销售；医用口罩零售；医用口罩批发；医护人员防护用品批发；医护人员防护用品零售；劳动保护用品生产；劳动保护用品销售；第一类医疗器械生产；第一类医疗器械销售；第二类医疗器械销售；园区管理服务；企业管理；物业管理；酒店管理；市场营销策划；信息咨询服务（不含许可类信息咨询服务）；社会经济咨询服务；会议及展览服务；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：道路货物运输（不含危险货物）；出版物印刷；包装装潢印刷品印刷；文件、资料等其他印刷品印刷；特定印刷品印刷；医用口罩生产；第二类医疗器械生产；医护人员防护用品生产（Ⅱ类医疗器械）；药品生产；药品委托生产；药品零售；药品批发；各类工程建设活动；技术进出口；货物进出口；进出口代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"T000279349"	"山东双一科技股份有限公司"	"2000-03-06 00:00:00"	"复合材料产品研发、设计、生产、销售和服务"	"　　复合材料制品、风电复合材料部件、非金属模具设计制造销售,风机、冷却塔设计、制造销售,货物技术进出口业务(国家法律法规禁止项目除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000279352"	"江苏正丹化学工业股份有限公司"	"2007-01-23 00:00:00"	"高端环保新材料和特种精细化学品的研发、生产和销售。"	"　　生产1,2,4-三甲基苯、乙烯基甲苯；生产销售偏苯三酸酐、高沸点芳烃溶剂（SA-1000、SA-1500）、偏苯三酸三辛酯（TOTM）、偏苯三酸辛癸酯（TM810）、对苯二甲酸二辛酯（DOTP）、偏苯三酸三正壬酯（TNNTM）、偏苯三酸三异壬酯（TINTM）、邻苯二甲酸二癸酯（DPHP）、乙基甲苯；从事化工产品(不含危险化学品)的进出口及批发业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的按国家有关规定办理申请）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000279353"	"杭州长川科技股份有限公司"	"2008-04-10 00:00:00"	"集成电路专用设备的研发、生产和销售"	"　　生产：半导体设备（测试机、分选机）。服务：半导体设备、光机电一体化技术、计算机软件的技术开发、技术服务、成果转让；批发、零售：半导体设备，光机电一体化产品，从事进出口业务，设备租赁，自有房屋租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000279354"	"上海透景生命科技股份有限公司"	"2003-11-06 00:00:00"	"自主品牌的体外诊断产品的研发、生产和销售"	"　　生物、医药技术、医药中间体、诊断及科研试剂、仪器的研究、开发,自有技术成果转让;科研试剂及医疗器械生产,销售自产产品;科研仪器、科研试剂及医疗器械(限《医疗器械经营许可证》中核定的医疗器械,其他医疗器械除外)的批发、佣金代理(拍卖除外)、进出口;提供上述相关领域的技术咨询、技术服务、技术转让;自有房屋租赁、设备租赁。(不涉及国营贸易管理商品,涉及配额、许可证管理、专项规定、质检、安检管理等要求的,需按照国家有关规定取得相应许可后开展经营业务。)。【依法须经批准的项目,经相关部门批准后方可展开经营活动】"
"T000279355"	"北京莱伯泰科仪器股份有限公司"	"2002-01-08 00:00:00"	"实验室业务领域相关产品的研发、生产和销售。"	"　　生产实验室仪器、设备、零配件、实验室应用软件、远程监控系统软件；研究、开发实验室仪器、设备、零配件、实验室应用软件、远程监控系统软件；自有实验室解决方案和实验室技术的转让；实验室内部设计与制作；技术咨询、技术服务；自产产品的维修服务；销售自产产品；零售和维修仪器仪表；零售计算机及实验室管理软件和仪器仪表的应用软件。"
