"机构名称(中文)"	"机构ID"	"ID"	"years"	"Chinese_title"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500016054"	"2019"	"计算机大数据技术在城市电力节能中的应用"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500017402"	"2019"	"计算机通信技术与电子信息在人工智能领域的实践应用"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500018329"	"2019"	"5G移动通信技术下的物联网时代"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500023976"	"2019"	"大数据时代背景下计算机网络安全防范应用"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500027260"	"2019"	"大数据时代下的网络安全问题分析"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500033999"	"2019"	"大数据分析在移动通信网络优化中的应用研究"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500035457"	"2019"	"大数据分析在移动通信网络优化中的应用"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500036037"	"2019"	"物联网形势下的5G通信技术应用"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500038883"	"2019"	"移动网络优化中的大数据技术分析"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500041376"	"2019"	"大数据时代人工智能在计算机网络技术中的应用"
"远光软件股份有限公司"	"03131965"	"QKV20192019081500042876"	"2019"	"计算机人工智能识别关键技术及运用"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500044569"	"2019"	"5G时代物联网业务发展与智能化应用"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019081500047023"	"2019"	"大数据环境下计算机信息处理技术的应用及实践要点分析"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019081500048154"	"2019"	"大数据时代下的计算机网络安全"
"科大智能科技股份有限公司"	"T000044371"	"QKV20192019081500140446"	"2019"	"智能制造技术在卫品行业的应用"
"浙江哈尔斯真空器皿股份有限公司"	"T000028636"	"QKV20192019081500224795"	"2019"	"基于大数据的智能电网及仪表信息安全入侵检测方法"
"江苏省广电有线信息网络股份有限公司"	"T000062808"	"QKV20192019081500340246"	"2019"	"刍议大数据背景下企业财务管理模式的创新"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019083000000690"	"2019"	"基于5G移动通信技术的物联网发展趋势探讨"
"唐山三友化工股份有限公司"	"03130405"	"QKV20192019083000015732"	"2019"	"浅析电石渣在氨碱法纯碱生产中的循环利用"
"长城汽车股份有限公司"	"00076247"	"QKV20192019083000018544"	"2019"	"汽车涂装水性免中涂工艺的应用探讨"
"濮阳惠成电子材料股份有限公司"	"T000072109"	"QKV20192019083000026954"	"2019"	"绿色精细化工的关键技术研究"
"宜通世纪科技股份有限公司"	"T000056285"	"QKV20192019083000027030"	"2019"	"5G 移动通信技术发展现状及展望"
"苏交科集团股份有限公司"	"T000051240"	"QKV20192019083000048634"	"2019"	"快速路设计品质提升与新技术、新材料应用"
"南京康尼机电股份有限公司"	"T000058636"	"QKV20192019083000053359"	"2019"	"风险管理在医疗器械设计开发中的应用"
"广州市广百股份有限公司"	"03134181"	"QKV20192019083000066637"	"2019"	"零售企业税务风险管理探析"
"宝泰隆新材料股份有限公司"	"T000034774"	"QKV20192019091600039906"	"2019"	"现代建筑新材料和新技术的应用与材料设计"
"烟台龙源电力技术股份有限公司"	"T000027158"	"QKV20192019091600121692"	"2019"	"智能化技术在电气工程自动化控制中的应用"
"马应龙药业集团股份有限公司"	"03130716"	"QKV20192019091600142364"	"2019"	"大数据背景下企业内部审计创新策略"
"广州发展集团股份有限公司"	"02600098"	"QKV20192019092600057181"	"2019"	"基于信息化的大型企业集团安全生产管理升级"
"国电南瑞科技股份有限公司"	"03130492"	"QKV20192019101700009511"	"2019"	"物联网和大数据技术在电力安全管控中的应用"
"深圳文科园林股份有限公司"	"T000062807"	"QKV20192019101700015431"	"2019"	"探讨节能型技术在风景园林施工中的应用"
"浙江今飞凯达轮毂股份有限公司"	"T000239707"	"QKV20192019101700026397"	"2019"	"大数据时代对国际贸易的影响探析"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019101700026426"	"2019"	"探究大数据的视频智能分析系统的运用"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019101700028054"	"2019"	"大数据应用架构下视频监控云存储发展"
"国电南瑞科技股份有限公司"	"03130492"	"QKV20192019101700034985"	"2019"	"利用""大数据""技术做好电力企业监督工作"
"三维通信股份有限公司"	"03133283"	"QKV20192019101700038452"	"2019"	"试论应用于物联网设备的无线射频识别定位技术"
"春秋航空股份有限公司"	"T000052756"	"QKV20192019101700141829"	"2019"	"细化源头体系推进--维修人员培训精细化管理思考"
"荣科科技股份有限公司"	"T000055759"	"QKV20192019110700007841"	"2019"	"人工智能技术在电气自动化控制中的应用分析"
"航天科技控股集团股份有限公司"	"01000901"	"QKV20192019110700009491"	"2019"	"基于LoRa与NB-IoT技术开启物联网新格局探析"
"贵州省交通规划勘察设计研究院股份有限公司"	"T000281791"	"QKV20192019110700020608"	"2019"	"贵州省综合客运枢纽建设要点分析研究"
"河北先河环保科技股份有限公司"	"T000028873"	"QKV20192019110700021906"	"2019"	"环境监测市场化若干问题的思考"
"多氟多化工股份有限公司"	"T000026581"	"QKV20192019110700028425"	"2019"	"机械加工领域中智能制造技术与系统可行性研究"
"浙江盛洋科技股份有限公司"	"T000058203"	"QKV20192019110700031692"	"2019"	"机械电子工程与人工智能的关系探微"
"海越能源集团股份有限公司"	"03130606"	"QKV20192019110700127331"	"2019"	"初探石油化工装置检修的安全管理"
"湖北省广播电视信息网络股份有限公司"	"01000665"	"QKV20192019110700146453"	"2019"	"基于大数据的市场营销分析"
"多氟多化工股份有限公司"	"T000026581"	"QKV20192019111900008273"	"2019"	"智能制造领域研究现状及未来趋势分析"
"庞大汽贸集团股份有限公司"	"T000034782"	"QKV20192019111900009525"	"2019"	"大数据在汽车售后服务各领域应用探析"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKV20192019111900016823"	"2019"	"传染性法氏囊病活疫苗与鸡痘活疫苗联合免疫效果研究"
"山东新华医疗器械股份有限公司"	"03130186"	"QKV20192019111900019919"	"2019"	"建筑工程中的深基坑支护施工关键技术分析"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKV20192019111900020685"	"2019"	"物联网时代人工智能机器人的发展思考"
"天士力医药集团股份有限公司"	"03130164"	"QKV20192019111900039500"	"2019"	"关于医药企业应收账款管理问题的探讨"
"广州万孚生物技术股份有限公司"	"T000117220"	"QKV20192019111900079737"	"2019"	"人工智能创作物著作权问题的思考"
"崇达技术股份有限公司"	"T000045313"	"QKV20192019111900083974"	"2019"	"探讨企业内部审计的信息化建设"
"读者出版传媒股份有限公司"	"T000122696"	"QKV20192019111900139141"	"2019"	"融媒体时代的出版实践"
"中兴通讯股份有限公司"	"01000063"	"QKV20192019111900146835"	"2019"	"云存储在城市轨道交通的应用"
"郑州宇通客车股份有限公司"	"02600066"	"QKV20192019121200010172"	"2019"	"新能源汽车产业发展技术创新能力的对策研究"
"平安银行股份有限公司"	"01000001"	"QKV20192019121200028289"	"2019"	"新形势下商业银行的财务转型探索与实践"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKV20192019121200034017"	"2019"	"浅谈智能制造与机器人焊接技术的集成与应用"
"山西顾得医药股份有限公司"	"T003797552"	"QKV20192019121200040394"	"2019"	"浅谈高新技术企业会计核算的信息化管理"
"深圳达实智能股份有限公司"	"T000026683"	"QKV20192019121200119154"	"2019"	"中央空调节能技术分析与探讨"
"河南平高电气股份有限公司"	"03129974"	"QKV20192019121200123981"	"2019"	"自动化机械制造的未来发展分析"
"浙江力诺流体控制科技股份有限公司"	"T000155563"	"QKV20192019121200193809"	"2019"	"简析大数据背景下财务会计向管理会计转型"
"澳柯玛股份有限公司"	"03129945"	"QKV20192019121200194101"	"2019"	"大数据背景下企业会计信息化发展的思考"
"浙江新和成股份有限公司"	"03130754"	"QKV20192019121200255387"	"2019"	"医药化工区挥发性有机废气及防治研究"
"长春燃气股份有限公司"	"02600333"	"QKV20192019121200294972"	"2019"	"基于燃气安全风险的大数据预警模型分析"
"中国葛洲坝集团股份有限公司"	"02600068"	"QKV20192019122500003316"	"2019"	"基于大数据时代建筑企业管理创新研究"
"永高股份有限公司"	"T000052820"	"QKV20192019122500006297"	"2019"	"移动云平台数据采集方法研究"
"江苏常熟农村商业银行股份有限公司"	"00089807"	"QKV20192020010700006642"	"2019"	"关于互联网消费金融商业模式与创新监管对策的研究"
"深圳市赛为智能股份有限公司"	"T000026212"	"QKV20192020010700007514"	"2019"	"电子车牌在智慧交通中的应用研究"
"中国科技出版传媒股份有限公司"	"T000062927"	"QKV20192020010700024779"	"2019"	"大数据技术在出版产业中的应用"
"滨化集团股份有限公司"	"T000026767"	"QKV20192020010700039289"	"2019"	"现代建筑项目工程中的施工环境管理分析"
"秦皇岛港股份有限公司"	"T000058866"	"QKV20192020042800034264"	"2019"	"基于大数据时代企业人力资源管理变革的分析"
"广西博世科环保科技股份有限公司"	"T000059619"	"QKV20192020042800035335"	"2019"	"加强自然保护区生态环境保护的有效途径"
"福建永福电力设计股份有限公司"	"T000365126"	"QKV20192020042800036133"	"2019"	"高频电化学水处理技术在电厂循环水处理中的应用"
"潍柴重机股份有限公司"	"01000880"	"QKV20192020042800046645"	"2019"	"财务共享模式对内部控制和内部审计带来的影响浅析"
"国电南瑞科技股份有限公司"	"03130492"	"QKV20192020042800049379"	"2019"	"大数据环境下的电力营销信息化建设探讨"
"四川明星电力股份有限公司"	"02600101"	"QKV20192020042800053803"	"2019"	"电力全业务统一数据中心建设的思考"
"中材科技股份有限公司"	"03132176"	"QKV20192020042800056235"	"2019"	"机电一体化技术的发展和应用探究"
"四川明星电力股份有限公司"	"02600101"	"QKV20192020042800064499"	"2019"	"泛在电力物联网建设的理解与思考"
"中国东方航空股份有限公司"	"02600115"	"QKV20192020042800084744"	"2019"	"基于大数据下的民航收入结算系统与风险监控的模式探讨"
"华泰证券股份有限公司"	"00049648"	"QKV20192020042800084953"	"2019"	"浅析财富管理行业的大数据应用"
"西部矿业股份有限公司"	"03133789"	"QKV20192020042800155450"	"2019"	"大数据背景下企业财务管理问题及解决对策"
"上海宝信软件股份有限公司"	"02600845"	"QKV20192020042800247517"	"2019"	"大数据技术的应用及发展趋势探讨"
"陕西烽火电子股份有限公司"	"01000561"	"QKV20192020042800350358"	"2019"	"石墨烯电声换能器的设计与对比"
"浙江泰林生物技术股份有限公司"	"T000248870"	"QKV20192020042800412720"	"2019"	"机电一体化技术在智能制造中的运用探究"
"上海建工集团股份有限公司"	"02600170"	"QKV20192020042800505736"	"2019"	"铝模板在高层建筑施工中的应用"
"武汉华中数控股份有限公司"	"T000032777"	"QKV20192020042800510939"	"2019"	"基于大数据分析的数控系统成套出厂检测"
"同方股份有限公司"	"02600100"	"QKV20192020042800558336"	"2019"	"某数据中心冷站设计与运行策略"
"长城汽车股份有限公司"	"00076247"	"QKV20192020042800578875"	"2019"	"新时期汽车内饰的新材料使用"
"中兴通讯股份有限公司"	"01000063"	"QKV20192020042800615859"	"2019"	"大数据时代财务共享服务中心云平台的构建与运用策略"
"中兴通讯股份有限公司"	"01000063"	"QKV20192020042800618516"	"2019"	"浅议大数据中的管理资源观"
"江苏蓝丰生物化工股份有限公司"	"T000029033"	"QKV20192020042800688737"	"2019"	"浅谈绿色精细化工可持续发展的关键"
"上海新时达电气股份有限公司"	"T000028130"	"QKV20192020060400178775"	"2019"	"逐梦路上 永不止步-上海新时达电气股份有限公司总裁 纪德法"
"海洋石油工程股份有限公司"	"03130085"	"QKV20192020060400204010"	"2019"	"定向钻在海底管道登陆中的应用实例"
"江苏今世缘酒业股份有限公司"	"T000054002"	"QKV20192020070300009576"	"2019"	"""AI""时代的来临对会计人员的影响研究"
"江苏省广电有线信息网络股份有限公司"	"T000062808"	"QKV20192020072700095758"	"2019"	"Anime4K算法在广电超分辨率中的应用分析"
"东软集团股份有限公司"	"02600718"	"QKV20202020042800573322"	"2020"	"张晓鸥:应用区块链技术"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKV20202020042800729146"	"2020"	"兽用疫苗抗原分离纯化技术"
"高新兴科技集团股份有限公司"	"T000026751"	"QKV20202020051100112027"	"2020"	"5G+AloT趋势下,智慧社区的发展机遇与趋势"
"武汉理工光科股份有限公司"	"T000110802"	"QKV20202020051100224630"	"2020"	"基于NB-IoT的智慧消防平台设计"
"中兴通讯股份有限公司"	"01000063"	"QKV20202020052500098224"	"2020"	"5G助力应急信息化飞跃发展"
"浙江大华技术股份有限公司"	"03134713"	"QKV20202020052500117384"	"2020"	"大华AloT助力智慧社区"
"山东新华医疗器械股份有限公司"	"03130186"	"QKV20202020060400111624"	"2020"	"新时期我国国有企业混合所有制改革与运营发展路径探索-以中国重汽为例"
"成都苑东生物制药股份有限公司"	"T000285546"	"QKV20202020061900087259"	"2020"	"注射剂一致性评价关键技术要点"
"杭州鸿泉物联网技术股份有限公司"	"Q003E8690A"	"QKV20202020061900102423"	"2020"	"基于多CPU架构的车联网T-BOX设计"
"山东南山铝业股份有限公司"	"02600219"	"QKW20192019012200045175"	"2019"	"全铝家具的现状分析和趋势研究"
"黑龙江北大荒农业股份有限公司"	"03130093"	"QKW20192019050600015675"	"2019"	"简析会计信息化对企业财务管理的影响"
"秦皇岛港股份有限公司"	"T000058866"	"QKW20192019050700018260"	"2019"	"关于我国环境保护税的几点浅析"
"冀中能源股份有限公司"	"01000937"	"QKW20192019051400055548"	"2019"	"浅议企业财务会计向管理会计的转型"
"安徽国祯环保节能科技股份有限公司"	"00000249"	"QKW20192019052100012644"	"2019"	"城市污水处理存在的问题与解决措施"
"广州广电运通金融电子股份有限公司"	"03133864"	"QKW20192019052100054370"	"2019"	"大数据时代企业财务核算与管理分析"
"郑州银行股份有限公司"	"T000027020"	"QKW20192019052100065062"	"2019"	"信息化环境下商业银行内审工作转型的几点思考"
"海洋石油工程股份有限公司"	"03130085"	"QKW20192019052100090472"	"2019"	"分析石油储罐无损检测技术"
"重庆三峰环境集团股份有限公司"	"T000129096"	"QKW20192019052100096141"	"2019"	"浅谈自动控制技术在垃圾焚烧发电厂飞灰处理中的应用"
"许继电气股份有限公司"	"01000400"	"QKW20192019052900026277"	"2019"	"钣金加工的机械化自动化研究"
"深圳能源集团股份有限公司"	"01000027"	"QKW20192019061100183507"	"2019"	"浅谈大数据时代下财务管理工作"
"上海浦东发展银行股份有限公司"	"02600000"	"QKW20192019061100192547"	"2019"	"人工智能推动网络精准营销领域发展"
"贵州茅台酒股份有限公司"	"03130028"	"QKW20192019061100204315"	"2019"	"新形势下电商企业财务管理模式创新路径探析"
"郑州银行股份有限公司"	"T000027020"	"QKW20192019062500017664"	"2019"	"基于推荐算法的大数据精准营销"
"江苏银行股份有限公司"	"03142469"	"QKW20192019062500017666"	"2019"	"大数据风控技术在普惠金融中的探索与实践"
"新华网股份有限公司"	"T000035461"	"QKW20192019070200070294"	"2019"	"环境规制工具影响污染产业投资区位的比较研究 -基于空间视角的分析"
"北京易华录信息技术股份有限公司"	"T000042989"	"QKW20192019071000022901"	"2019"	"基于大数据的智能化公交实时调度和管理技术研究"
"中贝通信集团股份有限公司"	"T004581661"	"QKW20192019071000023990"	"2019"	"快速响应型5G智能基站建设探析"
"招商局港口集团股份有限公司"	"01000022"	"QKW20192019071000031799"	"2019"	"大数据环境下企业财会工作的创新思考"
"苏州科达科技股份有限公司"	"T000124546"	"QKW20192019071000062616"	"2019"	"释放大数据潜能智慧城市建设提速"
"浙江五洲新春集团股份有限公司"	"T000147981"	"QKW20192019071600052097"	"2019"	"企业会计核算存在的问题及改进措施 - 以制造业为例"
"广东水电二局股份有限公司"	"03131941"	"QKW20192019072300053539"	"2019"	"浅析文书档案管理工作的创新"
"中航飞机股份有限公司"	"01000768"	"QKW20192019080600029467"	"2019"	"大数据下国有企业工会财务内部控制问题的分析与对策"
"长虹华意压缩机股份有限公司"	"01000404"	"QKW20192019080600089048"	"2019"	"探究智能制造时代机械设计技术的几点研究"
"甘肃电投能源发展股份有限公司"	"01000791"	"QKW20192019082200006337"	"2019"	"大数据时代国有企业党建信息化建设分析"
"南京钢铁股份有限公司"	"02600282"	"QKW20192019082200013645"	"2019"	"南钢基于大规模定制的精益化成本管理实践"
"江苏银行股份有限公司"	"03142469"	"QKW20192019082200065908"	"2019"	"关于大数据对金融统计的影响探究"
"万向钱潮股份有限公司"	"01000559"	"QKW20192019082800041305"	"2019"	"大数据背景下企业全面预算管理发展策略探讨"
"东软集团股份有限公司"	"02600718"	"QKW20192019090400000278"	"2019"	"大数据时代下的财务分析研究"
"用友网络科技股份有限公司"	"03129998"	"QKW20192019090400037593"	"2019"	"大数据驱动全面预算管理优化"
"中国海诚工程科技股份有限公司"	"03133296"	"QKW20192019090400044736"	"2019"	"""一带一路""沿路国家纸浆与纸和纸板供需状况"
"贵州省广播电视信息网络股份有限公司"	"T000122551"	"QKW20192019090400057298"	"2019"	"大数据时代财务管理探析"
"浙江锦盛新材料股份有限公司"	"T000078725"	"QKW20192019090400059295"	"2019"	"企业信息化对企业财务管理的影响及对策"
"冀中能源股份有限公司"	"01000937"	"QKW20192019091100017119"	"2019"	"大数据时代下企业人力资源管理创新研究"
"鞍山七彩化学股份有限公司"	"T000057331"	"QKW20192019091100017924"	"2019"	"大数据背景下企业财务管理信息化发展的创新研究"
"珠海世纪鼎利科技股份有限公司"	"T000026211"	"QKW20192019091100027060"	"2019"	"大型数据仓库项目ODS层的系统设计"
"巨轮智能装备股份有限公司"	"03130820"	"QKW20192019091100050828"	"2019"	"新型轮胎机械手伺服抓胎器改进"
"浙江伟明环保股份有限公司"	"T000054043"	"QKW20192019092400048749"	"2019"	"顺应时代发展趋势建设财务共享中心"
"国电南京自动化股份有限公司"	"02600268"	"QKW20192019101600008742"	"2019"	"大数据时代现代企业管理的创新模式探究"
"贵州省交通规划勘察设计研究院股份有限公司"	"T000281791"	"QKW20192019101600020682"	"2019"	"提高园林绿化工程生态效益的对策探究"
"江苏哈工智能机器人股份有限公司"	"01000584"	"QKW20192019101600036358"	"2019"	"浅谈合并报表在智能制造行业的管理中的作用"
"洛阳北方玻璃技术股份有限公司"	"T000027218"	"QKW20192019101600050568"	"2019"	"智能制造时代机械设计技术研究"
"青海盐湖工业股份有限公司"	"01000792"	"QKW20192019101600060327"	"2019"	"大数据时代背景下企业经营管理模式与发展策略"
"恒锋信息科技股份有限公司"	"T000242214"	"QKW20192019101600071252"	"2019"	"大数据指挥中心建设实施探讨"
"天津凯发电气股份有限公司"	"T000058785"	"QKW20192019101600071684"	"2019"	"城市轨道交通大数据中台研究"
"安徽中环环保科技股份有限公司"	"T000202655"	"QKW20192019102200042780"	"2019"	"环境工程污水处理的建议"
"中国建设银行股份有限公司"	"03134029"	"QKW20192019110700024361"	"2019"	"大数据时代背景下互联网金融创新及传统银行转型分析"
"广西博世科环保科技股份有限公司"	"T000059619"	"QKW20192019110700029061"	"2019"	"建筑工程中建筑节能及新材料工艺应用探析"
"青岛港国际股份有限公司"	"T000148730"	"QKW20192019110700030810"	"2019"	"""互联网+""时代下企业财务管理模式的创新与思考"
"江苏聚杰微纤科技集团股份有限公司"	"T004845999"	"QKW20192019110700062128"	"2019"	"互联网+背景下企业财务管理工作存在的问题与优化对策"
"中原证券股份有限公司"	"00084403"	"QKW20192019111500035708"	"2019"	"关于大数据下财务管理的挑战与创新思维"
"深圳市铁汉生态环境股份有限公司"	"T000034336"	"QKW20192019112600037820"	"2019"	"园林植物构景中景观空间设计探讨"
"国家电投集团远达环保股份有限公司"	"02600292"	"QKW20192019112600043433"	"2019"	"浅析环境保护市场营销策略"
"紫金矿业集团股份有限公司"	"03134633"	"QKW20192019121000012729"	"2019"	"秘鲁某铜钼矿水环境保护规划"
"长虹美菱股份有限公司"	"01000521"	"QKW20192019121700040350"	"2019"	"构建智能制造背景下制造业价值链成本管理路径"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKW20192019121700051879"	"2019"	"大数据时代企业管理会计发展挑战与解决对策"
"浙报数字文化集团股份有限公司"	"02600633"	"QKW20192019121700056810"	"2019"	"浅议人工智能时代财务会计向管理会计的转型"
"华润三九医药股份有限公司"	"01000999"	"QKW20192020010700005075"	"2019"	"智能制造在集团化制药企业中的应用研究"
"华电国际电力股份有限公司"	"03130981"	"QKW20192020010700054245"	"2019"	"浅析大数据时代企业人力资源管理创新"
"科沃斯机器人股份有限公司"	"T000377060"	"QKW20192020010700080480"	"2019"	"企业财务管理信息化的问题及对策"
"安徽金禾实业股份有限公司"	"T000045325"	"QKW20192020011400071221"	"2019"	"新形势下管理会计的重要性思考"
"天津海泰科技发展股份有限公司"	"02600082"	"QKW20192020011400077334"	"2019"	"大数据背景下企业人力资源管理的变革探讨"
"浪潮电子信息产业股份有限公司"	"01000977"	"QKW20202020040100005765"	"2020"	"深度卷积神经网络在计算机视觉领域的应用"
"深圳市长盈精密技术股份有限公司"	"T000028113"	"QKW20202020040100054489"	"2020"	"会计行业该如何应对人工智能的冲击"
"上海康达化工新材料集团股份有限公司"	"T000038230"	"QKW20202020041500011802"	"2020"	"工民建基础工程井点降水施工工艺探究"
"浙江大华技术股份有限公司"	"03134713"	"QKW20202020042300067988"	"2020"	"基于雪亮工程的疫情管控超脑平台建设"
"陕西广电网络传媒(集团)股份有限公司"	"02600831"	"QKW20202020042300080283"	"2020"	"基于物联网的电动车充电应用"
"中国卫通集团股份有限公司"	"T002941342"	"QKW20202020042300106702"	"2020"	"5G广播和移动边缘计算时代卫星通信的挑战与机遇"
"浙江大华技术股份有限公司"	"03134713"	"QKW20202020051300010700"	"2020"	"大华AIoT助力智慧社区"
"广联达科技股份有限公司"	"T000026577"	"QKW20202020060200000084"	"2020"	"AI时代的BIM新设计技术展望"
"上海仁会生物制药股份有限公司"	"T000155486"	"QKW20202020061600053356"	"2020"	"生物医药企业资本化相关问题的探讨"
"沈阳新松机器人自动化股份有限公司"	"03150154"	"QKW20202020061600058304"	"2020"	"电气工程自动化智能化技术应用"
"山东新华医疗器械股份有限公司"	"03130186"	"QKW20202020061600071417"	"2020"	"基于战略导向的医院全面预算管理探讨"
"河南神火煤电股份有限公司"	"01000933"	"QKW20202020070100006905"	"2020"	"基于智慧供应链模式的物资计划管理研究"
"同方股份有限公司"	"02600100"	"QKW20202020071600036068"	"2020"	"开放、共享、安全、进化-5G+AIoT赋能新建筑数字信息平台"
"上海延华智能科技(集团)股份有限公司"	"03134126"	"QKW20202020071600036069"	"2020"	"智能建筑行业如何应对5G+AIoT新产业体系"
"湖北益健堂科技股份有限公司"	"T000681744"	"QKW20202020071600089188"	"2020"	"医疗器械企业内部控制完善对策研究"
"贵州省广播电视信息网络股份有限公司"	"T000122551"	"QKW20202020081100038464"	"2020"	"浅析贵广网络在智慧电力抄表领域的设计和应用"
"广西广播电视信息网络股份有限公司"	"T000085863"	"QKW20202020081100038467"	"2020"	"基于机顶盒的智慧家庭平台研发"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"QKW20202020081100051370"	"2020"	"以全流程AI服务拥抱泛安防时代的新机遇"
"浙江万里扬股份有限公司"	"T000027162"	"QKW20202020081100062245"	"2020"	"汽车行业对中国经济的促进作用"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKW20202020081100097327"	"2020"	"实现5G愿景的重大利器之MEC(多接入边缘计算)"
"吉林吉大通信设计院股份有限公司"	"T000186694"	"QKW20202020081100097393"	"2020"	"5G+智慧农业方案解析"
"太极计算机股份有限公司"	"T000026778"	"QKW20202020081100109940"	"2020"	"城市的数字化转型新引擎"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKW20202020081100139770"	"2020"	"散养户禽流感疫苗免疫失败分析"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKW20202020081100139800"	"2020"	"制备禽流感灭活疫苗的质量控制"
"广东永顺生物制药股份有限公司"	"T000677442"	"QKW20202020081100139823"	"2020"	"重组禽流感病毒灭活疫苗生产工艺的优化"
"天津中新科炬生物制药股份有限公司"	"00082973"	"QKW20202020081100172048"	"2020"	"制药工程中的制药分离技术"
"安徽四创电子股份有限公司"	"03130709"	"QKW20202020081800022462"	"2020"	"基于FPGA的气象雷达发射机监控系统设计"
"新疆天富能源股份有限公司"	"03130087"	"QKW20202020081800022753"	"2020"	"智能化电能网络的研究"
"中航飞机股份有限公司"	"01000768"	"QKW20202020081800054765"	"2020"	"飞机装配智能制造体系构建及关键技术"
"浪潮电子信息产业股份有限公司"	"01000977"	"QKW20202020090800036618"	"2020"	"基于OpenStack构建开放创新的智算中心操作系统"
"太极计算机股份有限公司"	"T000026778"	"QKW20202020090800056408"	"2020"	"物联网、人工智能、大数据下的智慧停车研究"
"武汉海特生物制药股份有限公司"	"00216154"	"QKW20202020091500021909"	"2020"	"企业固定资产管理的问题及对策方向"
"中节能环保装备股份有限公司"	"T000028971"	"QKW20202020091500023465"	"2020"	"人工智能技术的发展对审计工作影响的思考"
"太极计算机股份有限公司"	"T000026778"	"QKW20202020101300089289"	"2020"	"城市建筑设施云网平台研究"
"天津中新科炬生物制药股份有限公司"	"00082973"	"QKW20202020102000001339"	"2020"	"制药工程中制药工艺创新技术分析"
"广州杰赛科技股份有限公司"	"T000026694"	"QKW20202020102000069488"	"2020"	"基于5G网络的工业物联网架构"
"宁波润禾高新材料科技股份有限公司"	"T001601260"	"QKW20202020102700006558"	"2020"	"试析人工智能对会计行业的影响及应对"
"科大讯飞股份有限公司"	"03134688"	"QKW20202020111000012008"	"2020"	"用人工智能建设美好世界:
论中国青岛青少年人工智能科技馆的规划设计"
"南京科远智慧科技集团股份有限公司"	"T000026776"	"QKW20202020111700038592"	"2020"	"大型煤气发电机组智能控制系统"
"唐山港集团股份有限公司"	"T000027507"	"QKW20202020111700055694"	"2020"	"智慧港口技术发展研究"
