"name"	"apply_numb"	"notice_date"	"name"
"深圳市智物联网络有限公司"	"CN201711275854.0"	"2018.04.13"	"一种数据通信方法、装置及系统"
"深圳市智物联网络有限公司"	"CN201711173848.4"	"2018.04.13"	"一种数据加密方法及装置、数据解密方法及装置"
"四川赛科安全技术有限公司"	"CN201711445515.2"	"2018.04.20"	"应用于火灾报警控制系统的过流检测保护电路及实现方法"
"深圳市智物联网络有限公司"	"CN201711226391.9"	"2018.05.04"	"工业设备运行状态的识别方法及服务器"
"杭州壹道物联科技有限公司"	"CN201721390615.5"	"2018.05.08"	"一种新型物联网指纹门锁"
"深圳市智物联网络有限公司"	"CN201711406656.3"	"2018.05.11"	"一种数据处理方法以及处理设备"
"江苏中农物联网科技有限公司"	"CN201711491074.X"	"2018.05.11"	"一种模拟信号转数字信号采集装置"
"上海物联网有限公司"	"CN201720963613.4"	"2018.05.11"	"一种基于IPC视频图像特征的铁路货场红牌检测系统"
"深圳市智物联网络有限公司"	"CN201711269239.9"	"2018.05.15"	"一种智慧工厂的PLARD方法及PLARD系统"
"深圳市智物联网络有限公司"	"CN201711244517.5"	"2018.05.15"	"一种数控机床调机系统及方法"
"深圳市智物联网络有限公司"	"CN201711276640.5"	"2018.05.18"	"一种物联网中数据处理方法、相关设备及系统"
"江苏徐工信息技术股份有限公司"	"CN201711478322.7"	"2018.05.18"	"一种物联网数据智能采集分析方法"
"深圳市智物联网络有限公司"	"CN201711295615.1"	"2018.05.18"	"一种数据处理方法以及处理设备"
"江苏中农物联网科技有限公司"	"CN201711494193.0"	"2018.05.18"	"稳压抗干扰驱动电源保护装置"
"上海透云物联网科技有限公司"	"CN201720058602.1"	"2018.05.18"	"一种包装防破坏结构及包装结构"
"深圳市智物联网络有限公司"	"CN201711276265.4"	"2018.05.18"	"一种存储扩展方法及存储扩展装置"
"河南信息安全研究院有限公司"	"CN201711431221.4"	"2018.05.22"	"基于网络基因技术的网络恶意行为识别方法及装置"
"深圳市智物联网络有限公司"	"CN201810071815.7"	"2018.05.22"	"一种远程USB存储控制器及存储控制系统"
"惠州高盛达科技有限公司"	"CN201721350771.9"	"2018.05.22"	"一种带自适应功能、应用范围广的窄带物联网模组"
"惠州高盛达科技有限公司"	"CN201721350771.9"	"2018.05.22"	"一种带自适应功能、应用范围广的窄带物联网模组"
"南京智蚁物联网科技有限公司"	"CN201611014037.5"	"2018.05.25"	"一种运输车远程监控系统"
"深圳市智物联网络有限公司"	"CN201711294714.8"	"2018.05.25"	"一种CNC调机方法及CNC调机系统"
"杭州沃朴物联科技有限公司"	"CN201721438564.9"	"2018.05.25"	"基于物联网的鸡养殖智能监控系统"
"江苏物联网络科技发展有限公司"	"CN201721503424.5"	"2018.05.25"	"一种电动汽车高压绝缘故障定位装置"
"成都福兰特电子技术股份有限公司"	"CN201810038720.5"	"2018.05.29"	"一种基于物联网的基站信息采集系统及其控制方法"
"江苏中农物联网科技有限公司"	"CN201810070129.8"	"2018.06.01"	"一种水产养殖用多路输出水体监控系统"
"合肥宇胜物联网标识科技有限公司"	"CN201810190495.7"	"2018.06.01"	"一种陶瓷标识防伪和追溯的方法"
"青岛中物云传智能科技有限公司"	"CN201721443693.7"	"2018.06.05"	"一种多功能集成电路传感器"
"深圳市智物联网络有限公司"	"CN201711331056.5"	"2018.06.05"	"一种数据读取方法及装置"
"杭州沃朴物联科技有限公司"	"CN201721436893.X"	"2018.06.08"	"一种带防伪标签的鸡养殖物联网管理系统"
"河南优德医疗设备股份有限公司"	"CN201810093636.3"	"2018.06.08"	"一种基于物联网技术的智能上下肢康复训练系统"
"南京甄视智能科技有限公司"	"CN201810157908.1"	"2018.06.12"	"具有光照调整功能的人脸识别装置"
"深圳市智物联网络有限公司"	"CN201711404879.6"	"2018.06.12"	"一种工厂管理系统以及信息处理方法"
"深圳市智物联网络有限公司"	"CN201711423523.7"	"2018.06.12"	"一种工业适配器接入服务器的方法及系统"
"上海透云物联网科技有限公司"	"CN201720533148.0"	"2018.06.12"	"一种具有识别码的屋顶包装盒"
"深圳市智物联网络有限公司"	"CN201711482377.5"	"2018.06.12"	"一种土地面积测量的方法及系统"
"英内物联网科技海门有限公司"	"CN201810166294.3"	"2018.06.15"	"一种复合型RFID标签"
"深圳市智物联网络有限公司"	"CN201711406868.1"	"2018.06.19"	"一种工厂管理系统及方法"
"江苏中农物联网科技有限公司"	"CN201810070152.7"	"2018.06.22"	"一种水产养殖用溶解氧充氧机自动监测控制装置"
"深圳市智物联网络有限公司"	"CN201721153897.7"	"2018.06.22"	"基于物联网的锅炉监控系统"
"深圳市智物联网络有限公司"	"CN201721153139.5"	"2018.06.22"	"一种基于物联网的水务智能监控系统"
"河南优德医疗设备股份有限公司"	"CN201720538693.9"	"2018.06.26"	"一种通用背带"
"深圳市智物联网络有限公司"	"CN201710806657.0"	"2018.01.09"	"一种基于物联网的数控机床监控方法及系统"
"深圳市智物联网络有限公司"	"CN201710806456.0"	"2018.01.12"	"一种电梯设备管理平台以及电梯设备管理方法"
"江苏北斗天汇物联网科技有限公司"	"CN201710713619.0"	"2018.01.12"	"一种基于融合滤波技术的1PPS控制板"
"深圳市智物联网络有限公司"	"CN201710806691.8"	"2018.01.12"	"基于物联网的工业设备反向控制方法及系统"
"山东华芯电子有限公司"	"CN201720755768.9"	"2018.01.16"	"嵌入式集成电路"
"江苏北斗天汇物联网科技有限公司"	"CN201720939394.6"	"2018.02.23"	"一种应用于应急筒的北斗一代天线"
"江苏北斗天汇物联网科技有限公司"	"CN201720936230.8"	"2018.02.23"	"一种基于北斗一代与GPS的小型化双模手持机天线"
"哈尔滨珀思臻科技开发有限公司"	"CN201721275728.0"	"2018.03.30"	"一种基于机器人技术的发卡机的传送系统"
"青岛科恩锐网互联科技有限公司"	"CN201720941101.8"	"2018.04.03"	"一种智慧海洋船员身份管理系统"
"深圳市芯思杰智能物联网技术有限公司"	"CN201720328762.3"	"2018.04.06"	"雪崩光电二极管温度系数测试装置"
"深圳市智物联网络有限公司"	"CN201721153401.6"	"2018.05.01"	"一种基于物联网的数控机床监控系统"
"深圳市智物联网络有限公司"	"CN201721152939.5"	"2018.05.01"	"一种基于物联网的光伏设备监控系统"
"深圳市智物联网络有限公司"	"CN201721153402.0"	"2018.05.01"	"基于物联网的工业设备反向控制系统"
"深圳市智物联网络有限公司"	"CN201721164147.X"	"2018.05.01"	"一种物联网应用平台及计费服务器"
"成都福兰特电子技术股份有限公司"	"CN201810038697.X"	"2018.07.06"	"一种可调式的物联网通讯微功耗芯片及其控制方法"
"深圳市物联微电子有限公司"	"CN201810065295.9"	"2018.07.13"	"一种园林智慧浇灌系统"
"深圳市智物联网络有限公司"	"CN201810071796.8"	"2018.07.13"	"一种CNC调机方法及其系统"
"成都福兰特电子技术股份有限公司"	"CN201810186509.8"	"2018.07.17"	"一种防腐防污的高断热涂料及其制备方法"
"深圳市智物联网络有限公司"	"CN201810071762.9"	"2018.07.17"	"设备数据的处理方法及装置、计算机装置及可读存储介质"
"江苏中农物联网科技有限公司"	"CN201810068422.0"	"2018.07.20"	"一种水产养殖设备用快速安装温度传感器"
"江苏中农物联网科技有限公司"	"CN201810070153.1"	"2018.07.20"	"一种自清洁溶解氧传感器"
"深圳市物联微电子有限公司"	"CN201810238109.7"	"2018.07.24"	"基于物联网的养殖鸡疾病预警系统及方法"
"深圳市物联微电子有限公司"	"CN201810167811.9"	"2018.07.24"	"一种基于物联网RF的智慧餐饮点菜系统"
"南京甄视智能科技有限公司"	"CN201721521539.7"	"2018.07.06"	"识别精度高的虹膜识别设备"
"南京甄视智能科技有限公司"	"CN201721588572.1"	"2018.07.06"	"智能型超声波指纹识别器"
"南京甄视智能科技有限公司"	"CN201721521512.8"	"2018.07.06"	"识别精度较高的考勤机"
"南京甄视智能科技有限公司"	"CN201721521536.3"	"2018.07.06"	"人脸识别考勤机"
"深圳市智物联网络有限公司"	"CN201721164148.4"	"2018.07.17"	"基于物联网的消防控制系统"
"深圳市智物联网络有限公司"	"CN201720752184.6"	"2018.07.17"	"一种通过物联网适配器升级设备的系统及物联网适配器"
"四川赛科安全技术有限公司"	"CN201721872773.4"	"2018.07.27"	"应用于火灾报警控制系统的过流检测保护电路"
"成都福兰特电子技术股份有限公司"	"CN201820065966.7"	"2018.08.07"	"一种可调式的物联网通讯微功耗芯片"
"成都福兰特电子技术股份有限公司"	"CN201820065959.7"	"2018.08.07"	"一种基于物联网的基站信息采集系统"
"深圳市智物联网络有限公司"	"CN201810162015.6"	"2018.08.07"	"一种设备运行趋势的预测方法及装置"
"杭州涂鸦信息技术有限公司"	"CN201730578062.5"	"2018.08.07"	"wifi模块(TYWE1S)"
"深圳市智物联网络有限公司"	"CN201721752666.8"	"2018.08.14"	"一种数字化测量仪器"
"深圳市物联微电子有限公司"	"CN201810238594.8"	"2018.08.14"	"基于物联网的智能酒店皂液器及系统"
"深圳市物联微电子有限公司"	"CN201810178859.X"	"2018.08.21"	"一种智慧远程门磁报警系统"
"深圳市物联微电子有限公司"	"CN201810167795.3"	"2018.08.21"	"一种基于物联网RF的智慧餐饮呼叫系统"
"深圳市智物联网络有限公司"	"CN201810274630.6"	"2018.08.21"	"一种数据分析方法及其相关设备"
"深圳市量子慧智科技有限公司"	"CN201720709902.1"	"2018.08.24"	"理疗枕"
"深圳市智物联网络有限公司"	"CN201810266991.6"	"2018.08.28"	"一种数据处理方法以及处理设备"
"深圳市物联微电子有限公司"	"CN201820274964.9"	"2018.09.04"	"一种应用于智能养殖的无线监测基站"
"英内物联网科技海门有限公司"	"CN201820282864.0"	"2018.09.04"	"一种耐水洗RFID标签"
"英内物联网科技海门有限公司"	"CN201820285034.3"	"2018.09.04"	"一种RFID标签"
"英内物联网科技海门有限公司"	"CN201820285052.1"	"2018.09.04"	"一种具有较强抗压能力的RFID标签"
"英内物联网科技海门有限公司"	"CN201820285168.5"	"2018.09.04"	"一种易安装型RFID标签"
"英内物联网科技海门有限公司"	"CN201820285191.4"	"2018.09.04"	"一种抗震型RFID标签"
"英内物联网科技海门有限公司"	"CN201820285347.9"	"2018.09.04"	"一种复合型RFID标签"
"英内物联网科技海门有限公司"	"CN201820301155.2"	"2018.09.04"	"一种RFID标签"
"英内物联网科技海门有限公司"	"CN201820301169.4"	"2018.09.04"	"一种防水的RFID电子标签"
"深圳市物联微电子有限公司"	"CN201810238108.2"	"2018.09.04"	"基于物联网的景点游客监控装置及监控系统"
"深圳市智物联网络有限公司"	"CN201721567491.3"	"2018.09.07"	"工业物联网适配器"
"深圳市智物联网络有限公司"	"CN201810290923.3"	"2018.09.07"	"数据建模中的模型选择处理方法及装置"
"深圳市物联微电子有限公司"	"CN201820275391.1"	"2018.09.18"	"一种基于RF物联网的智能无线监控系统"
"南京百杰腾物联科技有限公司"	"CN201820160822.X"	"2018.09.18"	"定向圆极化天线"
"江苏恒宝智能系统技术有限公司"	"CN201810686802.0"	"2018.09.21"	"一种码号激活方法"
"河南睿光新能源科技有限公司"	"CN201810422596.2"	"2018.09.21"	"一种可流量统计的太阳能物联网路灯及其工作原理"
"河南睿光新能源科技有限公司"	"CN201810422595.8"	"2018.09.28"	"一种基于物联网的多功能监控型LED路灯"
"河南睿光新能源科技有限公司"	"CN201810422598.1"	"2018.09.28"	"一种基于物联网技术的远程控制路灯"
"上海透云物联网科技有限公司"	"CN201810292145.1"	"2018.09.28"	"一种商品分类方法及系统"
"无锡正则品冠物联网技术有限公司"	"CN201820406178.X"	"2018.09.28"	"银行贵金属检测机构"
"无锡正则品冠物联网技术有限公司"	"CN201820406216.1"	"2018.09.28"	"银行质押品挂钩检测机构"
"无锡正则品冠物联网技术有限公司"	"CN201820406324.9"	"2018.09.28"	"一种银行质押品信息录入和监测装置"
"河南睿光新能源科技有限公司"	"CN201810423183.6"	"2018.09.28"	"一种物联网路灯用在线监控系统"
"杭州涂鸦信息技术有限公司"	"CN201810737828.3"	"2018.09.28"	"一种物联网设备MAC地址动态分配的方法"
"合肥宇胜物联网标识科技有限公司"	"CN201820318068.8"	"2018.10.19"	"一种采集器支架安装机构"
"合肥宇胜物联网标识科技有限公司"	"CN201820318083.2"	"2018.10.19"	"一种激光打标对焦系统"
"合肥宇胜物联网标识科技有限公司"	"CN201820318084.7"	"2018.10.19"	"一种PVC材料高速变码印刷装置"
"合肥宇胜物联网标识科技有限公司"	"CN201820318229.3"	"2018.10.19"	"一种应用于陶瓷行业高温隐形赋码装置"
"合肥宇胜物联网标识科技有限公司"	"CN201820318161.9"	"2018.10.19"	"一种旋转定位采集装置"
"合肥宇胜物联网标识科技有限公司"	"CN201820318225.5"	"2018.10.19"	"一种应用于陶瓷行业激光赋码装置"
"合肥宇胜物联网标识科技有限公司"	"CN201820318226.X"	"2018.10.19"	"一种旋转采集装置"
"江苏中农物联网科技有限公司"	"CN201820120969.6"	"2018.10.19"	"一种自清洁溶解氧传感器"
"合肥宇胜物联网标识科技有限公司"	"CN201820318070.5"	"2018.10.19"	"一种数字信号和模拟信号转换装置"
"合肥宇胜物联网标识科技有限公司"	"CN201820318069.2"	"2018.10.19"	"一种软包装定位采集装置"
"合肥宇胜物联网标识科技有限公司"	"CN201820318081.3"	"2018.10.19"	"一种应用于农药行业定位采集装置"
"江苏中农物联网科技有限公司"	"CN201820120970.9"	"2018.10.23"	"一种水产养殖用多路输出水体监控系统"
"江苏中农物联网科技有限公司"	"CN201721913772.X"	"2018.10.23"	"稳压抗干扰驱动电源保护装置"
"江苏中农物联网科技有限公司"	"CN201820120966.2"	"2018.10.23"	"一种水产养殖用溶解氧充氧机自动监测控制装置"
"深圳市智物联网络有限公司"	"CN201820130022.3"	"2018.10.26"	"一种远程USB存储控制器及存储控制系统"
"青岛清控人居数据科技有限公司"	"CN201810649672.3"	"2018.10.26"	"一种物联网节点设备自主切换网关的方法"
"河南睿光新能源科技有限公司"	"CN201810423182.1"	"2018.11.06"	"一种智能化的物联网太阳能路灯装置"
"杨凌天海智慧水电科技有限公司"	"CN201810564834.3"	"2018.11.06"	"一种水资源远程管理系统"
"深圳高新兴物联科技有限公司"	"CN201830293250.8"	"2018.11.06"	"脚环终端"
"江苏恒宝智能系统技术有限公司"	"CN201810836831.0"	"2018.11.09"	"一种基于物联网安全的物流平台系统"
"江苏中农物联网科技有限公司"	"CN201810874030.3"	"2018.11.09"	"一种光学溶解氧传感器用校准装置"
"郑州极致科技有限公司"	"CN201721341690.2"	"2018.11.09"	"基于物联网技术的教学督导系统"
"江苏中农物联网科技有限公司"	"CN201810874018.2"	"2018.11.16"	"一种光学溶解氧传感器用测试装置"
"江苏中农物联网科技有限公司"	"CN201820120981.7"	"2018.11.16"	"一种水产养殖设备用快速安装温度传感器"
"杭州中自沣泰环境技术有限公司"	"CN201810916537.0"	"2018.11.16"	"一种集成智能算法及多种通讯方式的物联网智能水表"
"江苏北斗天汇物联网科技有限公司"	"CN201820682238.0"	"2018.11.20"	"北斗一代和GPS多系统兼容导航天线"
"合肥宇胜物联网标识科技有限公司"	"CN201820318163.8"	"2018.11.20"	"一种应用于陶瓷行业视觉检测装置"
"合肥宇胜物联网标识科技有限公司"	"CN201820318082.8"	"2018.11.20"	"一种应用于陶瓷行业激光赋码打标装置辅助对焦装置"
"江苏恒宝智能系统技术有限公司"	"CN201810686754.5"	"2018.11.20"	"一种激活方法"
"无锡正则品冠物联网技术有限公司"	"CN201820406162.9"	"2018.11.23"	"银行箱包交接一体机"
"江苏恒宝智能系统技术有限公司"	"CN201810885306.8"	"2018.11.23"	"一种对物联网设备进行安全管理的方法及系统"
"无锡正则品冠物联网技术有限公司"	"CN201820406716.5"	"2018.11.23"	"银行抵质押品悬挂机构"
"无锡正则品冠物联网技术有限公司"	"CN201820406562.X"	"2018.11.23"	"银行抵质押品储存用的移动登高取货组合梯"
"无锡正则品冠物联网技术有限公司"	"CN201820406782.2"	"2018.11.23"	"银行抵质押品储存用的移动登高梯"
"无锡正则品冠物联网技术有限公司"	"CN201820406137.0"	"2018.11.23"	"带有旋转式显示屏的银行抵质押品储存用的移动登高梯"
"河南信息安全研究院有限公司"	"CN201830095897.X"	"2018.11.30"	"防火墙(小墙)"
"河南信息安全研究院有限公司"	"CN201830095899.9"	"2018.11.30"	"防火墙(警惕狗)"
"江苏中农物联网科技有限公司"	"CN201810877069.0"	"2018.11.30"	"一种光学溶解氧传感器用干燥剂支架"
"安徽上志智能仪表有限公司"	"CN201811205119.7"	"2018.12.07"	"一种智能物联网水表"
"上海透云物联网科技有限公司"	"CN201810686607.8"	"2018.12.07"	"一种商品防窜货方法"
"河南睿光新能源科技有限公司"	"CN201820638196.0"	"2018.12.07"	"一种故障自动修复并报警的太阳能物联网路灯"
"张家港莫特普数据科技有限公司"	"CN201810392331.2"	"2018.12.14"	"电池性能在线评估系统和方法"
"江苏北斗天汇物联网科技有限公司"	"CN201820689618.7"	"2018.12.21"	"一种无舵双螺旋动力推进的投饵船"
"江苏中农物联网科技有限公司"	"CN201810874036.0"	"2018.12.25"	"一种新型光学溶解氧传感器用玻滤片"
"江苏中农物联网科技有限公司"	"CN201810874019.7"	"2018.12.25"	"一种光学溶解氧传感器用光电二级管"
"杭州涂鸦信息技术有限公司"	"CN201811027585.0"	"2018.12.25"	"一种物联网云端通信方法及其装置"
"深圳市智物联网络有限公司"	"CN201811024483.3"	"2018.12.28"	"一种参数优化方法及系统"
"杭州涂鸦信息技术有限公司"	"CN201830154151.1"	"2018.12.28"	"WIFI模块(LM1)"
"杭州涂鸦信息技术有限公司"	"CN201830154464.7"	"2018.12.28"	"WIFI模块(LDX)"
"东莞市摩根印通智能科技有限公司"	"CN201820291090.8"	"2019.01.01"	"拉链式带锁的RFID环保包装袋"
"杭州中自沣泰环境技术有限公司"	"CN201820832320.7"	"2019.01.01"	"一种物联网智能表抄表专用壁挂式防水接线盒"
"深圳市智物联网络有限公司"	"CN201811021263.5"	"2019.01.04"	"一种设备运行稳定性分析方法及系统"
"江苏恒宝智能系统技术有限公司"	"CN201810813961.2"	"2019.01.04"	"一种基于区块链的物联网费用管理方法及系统"
"杭州涂鸦信息技术有限公司"	"CN201810726392.8"	"2019.01.04"	"一种物联网过滤非法数据的方法、装置及计算机设备"
"深圳市智物联网络有限公司"	"CN201811021264.X"	"2019.01.04"	"一种设备运行优化方法及系统"
"江苏恒宝智能系统技术有限公司"	"CN201811088355.5"	"2019.01.04"	"一种物联网移动通信方法及系统"
"杭州涂鸦信息技术有限公司"	"CN201810725758.X"	"2019.01.04"	"一种物联网提升数据到达率的方法、装置及计算机设备"
"深圳市智物联网络有限公司"	"CN201810910737.5"	"2019.01.04"	"一种准确率的计算方法及计算设备"
"六度云计算有限公司"	"CN201810948078.4"	"2019.01.04"	"基于主题模型的法律判决案例匹配方法和装置"
"深圳市智物联网络有限公司"	"CN201811023029.6"	"2019.01.11"	"一种工业物联网数据分析方法、系统及相关设备"
"深圳市智物联网络有限公司"	"CN201811023041.7"	"2019.01.11"	"一种工业物联网数据分析方法、系统及相关设备"
"哈尔滨珀思臻科技开发有限公司"	"CN201811381016.6"	"2019.01.11"	"社区卫生服务中心费用查询的管理机器人及其控制方法"
"合肥中科威能安全技术有限公司"	"CN201810629463.2"	"2019.01.15"	"组合式液体燃料罐系统及使用方法"
"合肥中科威能安全技术有限公司"	"CN201810629464.7"	"2019.01.15"	"组合式液体燃料罐系统"
"深圳高新兴物联科技有限公司"	"CN201821187193.6"	"2019.01.15"	"基于物联网的儿童游乐场管理系统"
"深圳市物联微电子有限公司"	"CN201820926681.8"	"2019.01.18"	"一种基于NB-IOT物联网抄表系统"
"深圳市智物联网络有限公司"	"CN201811029963.9"	"2019.01.18"	"一种数据处理方法及处理设备"
"深圳市智物联网络有限公司"	"CN201811023034.7"	"2019.01.18"	"一种基于加权欧式距离算法的设备状态评价方法"
"深圳市智物联网络有限公司"	"CN201811029186.8"	"2019.01.22"	"一种数据处理方法及处理设备"
"深圳市智物联网络有限公司"	"CN201811020387.1"	"2019.01.25"	"一种数据处理方法及数据处理设备"
"深圳市智物联网络有限公司"	"CN201811021188.2"	"2019.01.25"	"一种数据处理方法及数据处理设备"
"深圳市智物联网络有限公司"	"CN201811022044.9"	"2019.01.25"	"一种数据处理方法及相关设备"
"深圳市智物联网络有限公司"	"CN201811021266.9"	"2019.01.25"	"一种基于层次分析法的设备状态评价方法及相关设备"
"深圳市智物联网络有限公司"	"CN201811020400.3"	"2019.01.25"	"一种数据处理方法及相关设备"
"深圳高新兴物联科技有限公司"	"CN201811125519.7"	"2019.01.29"	"eSIM卡激活方法、终端设备及存储介质"
"江苏中农物联网科技有限公司"	"CN201821241443.X"	"2019.01.29"	"一种新型光学溶解氧传感器用玻滤片"
"江苏中农物联网科技有限公司"	"CN201721910996.5"	"2019.01.29"	"一种模拟信号转数字信号采集装置"
"深圳市智物联网络有限公司"	"CN201811023043.6"	"2019.01.29"	"一种工业设备风险分析方法、系统及相关设备"
"深圳时空科技集团有限公司"	"CN201830571540.4"	"2019.02.15"	"物联网智能配电设备(Communication Modul)"
"深圳时空科技集团有限公司"	"CN201830571552.7"	"2019.02.15"	"物联网智能配电设备(Main Switch Module)"
"昆山南红物联网科技有限公司"	"CN201820762121.3"	"2019.02.15"	"一种燃气远程摄像抄表装置"
"深圳时空科技集团有限公司"	"CN201830571561.6"	"2019.02.15"	"物联网智能配电设备(Separate Customs Module)"
"深圳时空科技集团有限公司"	"CN201830571562.0"	"2019.02.15"	"物联网智能配电设备(Distribution Box)"
"深圳时空科技集团有限公司"	"CN201830571563.5"	"2019.02.15"	"物联网智能配电设备(Power Module)"
"上海物联网有限公司"	"CN201830553637.2"	"2019.02.26"	"智能消防栓"
"上海力浩物联网科技有限公司"	"CN201710734879.6"	"2019.03.05"	"一种带接近感应报警功能的多节点省电无线智能锁系统"
"昆山南红物联网科技有限公司"	"CN201811431991.3"	"2019.03.08"	"一种燃气表电表水表摄像远程无线抄表方法"
"兰州艾微通物联网科技有限公司"	"CN201811546954.7"	"2019.03.08"	"一种基于物联网和虚拟现实的心理沙盘装置及实现方法"
"郑州兴华智慧城市科技有限公司"	"CN201820595682.9"	"2019.03.12"	"一种基于物联网控制的雾霾净化设备"
"河南睿光新能源科技有限公司"	"CN201830635487.X"	"2019.03.15"	"光能智慧路灯(物联网双模组)"
"哈尔滨珀思臻科技开发有限公司"	"CN201811366736.5"	"2019.03.15"	"用于妇幼保健院发放就诊卡的迎宾机器人及其控制方法"
"河南睿光新能源科技有限公司"	"CN201830634866.7"	"2019.03.15"	"物联网光能智慧路灯(四模组)"
"广东小豆丁物联网技术开发有限公司"	"CN201910004678.X"	"2019.03.15"	"一种基于物联网的房屋门牌系统"
"杭州涂鸦信息技术有限公司"	"CN201811419417.6"	"2019.03.15"	"一种物联网设备检测方法、系统、装置及设备"
"河南睿光新能源科技有限公司"	"CN201830634857.8"	"2019.03.15"	"物联网光能智慧路灯(单模组)"
"江苏徐工信息技术股份有限公司"	"CN201811451783.X"	"2019.03.26"	"基于大数据平台的工程机械GPS终端固件批量升级方法"
"昆山南红物联网科技有限公司"	"CN201820762079.5"	"2019.03.29"	"一种电表远程摄像抄表装置"
"上海物联网有限公司"	"CN201811332007.8"	"2019.03.29"	"一种基于面部表情特征的疲劳驾驶检测预警方法"
"中物合集团有限公司"	"CN201830742164.0"	"2019.04.23"	"独立式物联网烟感温感报警器"
"六度云计算有限公司"	"CN201811613795.8"	"2019.04.23"	"基于机器学习的生成式摘要方法和装置"
"中移物联网有限公司"	"CN201830560269.4"	"2019.04.23"	"天线姿态测试仪"
"中移物联网有限公司"	"CN201830560269.4"	"2019.04.23"	"天线姿态测试仪"
"中移物联网有限公司"	"CN201830560269.4"	"2019.04.23"	"天线姿态测试仪"
"中移物联网有限公司"	"CN201821203836.1"	"2019.04.23"	"一种固定电路板的支架及监控摄像装置"
"中移物联网有限公司"	"CN201821203836.1"	"2019.04.23"	"一种固定电路板的支架及监控摄像装置"
"中移物联网有限公司"	"CN201821203836.1"	"2019.04.23"	"一种固定电路板的支架及监控摄像装置"
"江西兴泰科技有限公司"	"CN201811568793.1"	"2019.04.23"	"一种双色和三色电子纸模组局部刷新和快速刷新的驱动波形调试方法"
"江苏米特物联网科技有限公司"	"CN201811617845.X"	"2019.04.26"	"用电信息采集下行通信单元抗衰减性能测试系统及方法"
"江苏米特物联网科技有限公司"	"CN201811617845.X"	"2019.04.26"	"用电信息采集下行通信单元抗衰减性能测试系统及方法"
"惠州德聚物联信息技术有限公司"	"CN201821443338.4"	"2019.04.26"	"一种硅胶包边滴胶感应卡"
"惠州德聚物联信息技术有限公司"	"CN201821443338.4"	"2019.04.26"	"一种硅胶包边滴胶感应卡"
"惠州德聚物联信息技术有限公司"	"CN201821443338.4"	"2019.04.26"	"一种硅胶包边滴胶感应卡"
"江苏恒宝智能系统技术有限公司"	"CN201811603645.9"	"2019.04.26"	"一种降低功耗的方法及装置"
"重庆嘉汇德通信技术有限公司"	"CN201821700985.9"	"2019.04.26"	"一种基于物联网的光纤熔接机数据监管装置"
"重庆嘉汇德通信技术有限公司"	"CN201821700985.9"	"2019.04.26"	"一种基于物联网的光纤熔接机数据监管装置"
"中移物联网有限公司"	"CN201830592008.0"	"2019.04.30"	"摄像机"
"中移物联网有限公司"	"CN201830592008.0"	"2019.04.30"	"摄像机"
"中移物联网有限公司"	"CN201830592008.0"	"2019.04.30"	"摄像机"
"上海物联网有限公司"	"CN201811532791.7"	"2019.05.03"	"基于ZYNQ的实时双目立体视觉软硬件协同设计方法"
"深圳达实物联网技术有限公司"	"CN201910079104.9"	"2019.05.03"	"一种基于LoRa通信的智能门锁控制装置、系统及方法"
"西安中星测控有限公司"	"CN201910041341.6"	"2019.05.03"	"一种物联网智能传感器的边缘计算方法和装置"
"西安中星测控有限公司"	"CN201910041362.8"	"2019.05.03"	"一种物联网系统大数据处理的人工智能算法和装置"
"青岛清控人居数据科技有限公司"	"CN201820974591.6"	"2019.05.03"	"一种物联网节点设备自主切换网关的系统"
"中移物联网有限公司"	"CN201821360369.3"	"2019.05.10"	"一种通信设备"
"中移物联网有限公司"	"CN201821360369.3"	"2019.05.10"	"一种通信设备"
"中移物联网有限公司"	"CN201821360369.3"	"2019.05.10"	"一种通信设备"
"江苏徐工信息技术股份有限公司"	"CN201910021630.X"	"2019.05.10"	"一种工业数据智能分析系统"
"江苏艾什顿科技有限公司"	"CN201910195128.0"	"2019.05.10"	"一种物联网综合实训实景沙盘系统"
"河南高通物联网有限公司"	"CN201811471671.0"	"2019.05.10"	"一种基于物联网的数据转换方法"
"河南高通物联网有限公司"	"CN201811471671.0"	"2019.05.10"	"一种基于物联网的数据转换方法"
"河南高通物联网有限公司"	"CN201811470958.1"	"2019.05.10"	"一种农业物联网系统"
"河南高通物联网有限公司"	"CN201811470958.1"	"2019.05.10"	"一种农业物联网系统"
"深圳市联合智能物联科技有限公司"	"CN201821713613.X"	"2019.05.10"	"一种同频双芯片集成电路IC卡"
"广州汉邮通信有限公司"	"CN201821531217.5"	"2019.05.14"	"一种物联网接口转换器"
"广州汉邮通信有限公司"	"CN201821531405.8"	"2019.05.14"	"一种基于物联网的POE供电器"
"广州汉邮通信有限公司"	"CN201821531091.1"	"2019.05.14"	"一种物联网网关"
"广州汉邮通信有限公司"	"CN201821531218.X"	"2019.05.14"	"一种家用物联网网关"
"广州汉邮通信有限公司"	"CN201821531070.X"	"2019.05.14"	"一种物联网系统"
"杭州沃朴物联科技有限公司"	"CN201711056776.5"	"2019.05.14"	"一种带防伪标签的鸡养殖物联网管理系统"
"杭州沃朴物联科技有限公司"	"CN201711058911.X"	"2019.05.14"	"基于物联网的鸡养殖智能监控系统"
"广州汉邮通信有限公司"	"CN201821536819.X"	"2019.05.14"	"一种基于物联网的设备监控系统"
