"机构名称(中文)"	"机构ID"	"apply_numb"	"notice_date"
"老肯医疗科技股份有限公司"	"T000183229"	"CN201810946132.1"	"2019.01.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201811125705.0"	"2019.01.01"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201830137818.7"	"2019.01.01"
"上海华测导航技术股份有限公司"	"T000271200"	"CN201811033510.3"	"2019.01.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830511375.3"	"2019.01.01"
"四川长虹电器股份有限公司"	"02600839"	"CN201811278538.3"	"2019.01.01"
"武汉理工光科股份有限公司"	"T000110802"	"CN201810868708.7"	"2019.01.01"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201810985299.9"	"2019.01.04"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201810985315.4"	"2019.01.04"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201810985289.5"	"2019.01.04"
"中国石油化工股份有限公司"	"03130019"	"CN201710508771.5"	"2019.01.04"
"四川长虹电器股份有限公司"	"02600839"	"CN201811269680.1"	"2019.01.04"
"珠海格力电器股份有限公司"	"01000651"	"CN201811163155.1"	"2019.01.04"
"鲁西化工集团股份有限公司"	"01000830"	"CN201810660901.1"	"2019.01.04"
"四川长虹电器股份有限公司"	"02600839"	"CN201811278537.9"	"2019.01.04"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830542135.X"	"2019.01.04"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830542021.5"	"2019.01.04"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830542109.7"	"2019.01.04"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201811107564.X"	"2019.01.04"
"中兴通讯股份有限公司"	"01000063"	"CN201710455507.X"	"2019.01.04"
"深圳市汇顶科技股份有限公司"	"T000148045"	"CN201880001994.5"	"2019.01.04"
"焦点科技股份有限公司"	"T000026120"	"CN201810782424.6"	"2019.01.04"
"成都天箭科技股份有限公司"	"T004892367"	"CN201811011497.1"	"2019.01.04"
"索通发展股份有限公司"	"T000045421"	"CN201811039562.1"	"2019.01.04"
"浙江大华技术股份有限公司"	"03134713"	"CN201810963325.8"	"2019.01.04"
"杭州安恒信息技术股份有限公司"	"T001301651"	"CN201811037665.4"	"2019.01.04"
"成都苑东生物制药股份有限公司"	"T000285546"	"CN201810419697.4"	"2019.01.04"
"罗莱生活科技股份有限公司"	"T000025703"	"CN201811356842.5"	"2019.01.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201810859728.8"	"2019.01.04"
"江苏华宏科技股份有限公司"	"T000055136"	"CN201810870559.8"	"2019.01.04"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201820378162.2"	"2019.01.08"
"北京华峰测控技术股份有限公司"	"Q0044C1D08"	"CN201821066304.8"	"2019.01.08"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201820816829.2"	"2019.01.08"
"江西三鑫医疗科技股份有限公司"	"T000061048"	"CN201721299804.1"	"2019.01.08"
"杭州鸿泉物联网技术股份有限公司"	"Q003E8690A"	"CN201810804339.5"	"2019.01.08"
"湖南国科微电子股份有限公司"	"T000367272"	"CN201811405087.5"	"2019.01.08"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830540706.6"	"2019.01.08"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830540831.7"	"2019.01.08"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830541225.7"	"2019.01.08"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830547408.X"	"2019.01.08"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201810872646.7"	"2019.01.08"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830541377.7"	"2019.01.08"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830541443.0"	"2019.01.08"
"四川长虹电器股份有限公司"	"02600839"	"CN201811295449.X"	"2019.01.08"
"上海迈动医疗器械股份有限公司"	"T000263837"	"CN201810742382.3"	"2019.01.08"
"河北瑞诺医疗器械股份有限公司"	"T000243672"	"CN201721109948.6"	"2019.01.08"
"上海华测导航技术股份有限公司"	"T000271200"	"CN201811032444.8"	"2019.01.11"
"老肯医疗科技股份有限公司"	"T000183229"	"CN201810816251.5"	"2019.01.11"
"东软集团股份有限公司"	"02600718"	"CN201810956503.4"	"2019.01.11"
"武汉锐科光纤激光技术股份有限公司"	"T002862402"	"CN201811268708.X"	"2019.01.11"
"湖南国科微电子股份有限公司"	"T000367272"	"CN201811174781.0"	"2019.01.11"
"上海电气集团股份有限公司"	"03131395"	"CN201811063269.9"	"2019.01.11"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201820871607.0"	"2019.01.11"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201830489613.5"	"2019.01.11"
"广州万孚生物技术股份有限公司"	"T000117220"	"CN201810985820.9"	"2019.01.11"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201811130424.4"	"2019.01.11"
"四川长虹电器股份有限公司"	"02600839"	"CN201811380436.2"	"2019.01.11"
"浙江大华技术股份有限公司"	"03134713"	"CN201811265749.3"	"2019.01.11"
"苏州林华医疗器械股份有限公司"	"T000275939"	"CN201811080654.4"	"2019.01.11"
"网宿科技股份有限公司"	"T000025748"	"CN201810638884.1"	"2019.01.11"
"四川长虹电器股份有限公司"	"02600839"	"CN201811102231.8"	"2019.01.11"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201830490097.8"	"2019.01.11"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343097.0"	"2019.01.11"
"佛山玉玄宫科技股份有限公司"	"T000393426"	"CN201811256733.6"	"2019.01.11"
"中国铝业股份有限公司"	"03133631"	"CN201810905572.2"	"2019.01.11"
"深圳市汇顶科技股份有限公司"	"T000148045"	"CN201880001814.3"	"2019.01.11"
"长飞光纤光缆股份有限公司"	"T000161964"	"CN201811120426.5"	"2019.01.11"
"京东方科技集团股份有限公司"	"01002725"	"CN201811064600.9"	"2019.01.11"
"老肯医疗科技股份有限公司"	"T000183229"	"CN201811059379.8"	"2019.01.15"
"康佳集团股份有限公司"	"01000016"	"CN201820812650.X"	"2019.01.15"
"广州万孚生物技术股份有限公司"	"T000117220"	"CN201820999267.X"	"2019.01.15"
"国民技术股份有限公司"	"T000027294"	"CN201710515190.4"	"2019.01.15"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830540759.8"	"2019.01.15"
"中兴通讯股份有限公司"	"01000063"	"CN201710521884.9"	"2019.01.15"
"航天信息股份有限公司"	"03130421"	"CN201811320742.7"	"2019.01.15"
"环旭电子股份有限公司"	"T000056421"	"CN201810897518.8"	"2019.01.15"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201721018567.7"	"2019.01.15"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201721073312.0"	"2019.01.15"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201721073030.0"	"2019.01.15"
"惠州亿纬锂能股份有限公司"	"T000025733"	"CN201811130066.7"	"2019.01.18"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201821029334.1"	"2019.01.18"
"安徽江淮汽车集团股份有限公司"	"03130025"	"CN201810989284.X"	"2019.01.18"
"无锡佳健医疗器械股份有限公司"	"T000274881"	"CN201821018934.8"	"2019.01.18"
"迪瑞医疗科技股份有限公司"	"T000058642"	"CN201811037359.0"	"2019.01.18"
"常州星宇车灯股份有限公司"	"T000034343"	"CN201811002438.8"	"2019.01.18"
"深圳市赛为智能股份有限公司"	"T000026212"	"CN201810974313.5"	"2019.01.18"
"北京君正集成电路股份有限公司"	"T000032799"	"CN201710557180.7"	"2019.01.18"
"广东永顺生物制药股份有限公司"	"T000677442"	"CN201810768008.0"	"2019.01.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201830369316.7"	"2019.01.18"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201830369577.9"	"2019.01.18"
"四川长虹电器股份有限公司"	"02600839"	"CN201811384917.0"	"2019.01.18"
"河南汇博医疗股份有限公司"	"T000392745"	"CN201721049195.4"	"2019.01.18"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830542158.0"	"2019.01.18"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343082.4"	"2019.01.18"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343089.6"	"2019.01.18"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343101.3"	"2019.01.18"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343054.2"	"2019.01.18"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343251.4"	"2019.01.18"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830554412.9"	"2019.01.18"
"迪瑞医疗科技股份有限公司"	"T000058642"	"CN201810877986.9"	"2019.01.18"
"扬州扬杰电子科技股份有限公司"	"T000058564"	"CN201820989318.0"	"2019.01.18"
"京东方科技集团股份有限公司"	"01002725"	"CN201811149702.0"	"2019.01.18"
"四川长虹电器股份有限公司"	"02600839"	"CN201811290801.0"	"2019.01.18"
"河南汇博医疗股份有限公司"	"T000392745"	"CN201721049228.5"	"2019.01.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201811080525.5"	"2019.01.18"
"上海新阳半导体材料股份有限公司"	"T000044687"	"CN201710562469.8"	"2019.01.18"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201811239142.8"	"2019.01.22"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201720812152.0"	"2019.01.22"
"北京天智航医疗科技股份有限公司"	"T000229632"	"CN201721850744.8"	"2019.01.22"
"山东华泰纸业股份有限公司"	"02600308"	"CN201821068252.8"	"2019.01.22"
"无锡信捷电气股份有限公司"	"T000152607"	"CN201811354882.6"	"2019.01.22"
"北京安控科技股份有限公司"	"00077676"	"CN201820552362.5"	"2019.01.22"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343103.2"	"2019.01.22"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343132.9"	"2019.01.22"
"科大国创软件股份有限公司"	"00081146"	"CN201810990995.9"	"2019.01.22"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201821327523.7"	"2019.01.22"
"杭州安恒信息技术股份有限公司"	"T001301651"	"CN201811309438.2"	"2019.01.22"
"四川长虹电器股份有限公司"	"02600839"	"CN201811493923.X"	"2019.01.22"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201821329542.3"	"2019.01.22"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830569971.7"	"2019.01.22"
"歌尔股份有限公司"	"03134729"	"CN201811194953.0"	"2019.01.22"
"杭州联络互动信息科技股份有限公司"	"T000025678"	"CN201830126616.2"	"2019.01.22"
"浙江威星智能仪表股份有限公司"	"T000219341"	"CN201830288150.6"	"2019.01.22"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201821010717.4"	"2019.01.22"
"博雅生物制药集团股份有限公司"	"T000052177"	"CN201721637200.3"	"2019.01.22"
"博雅生物制药集团股份有限公司"	"T000052177"	"CN201721637903.6"	"2019.01.22"
"新开普电子股份有限公司"	"T000048265"	"CN201811329239.8"	"2019.01.25"
"河南新野纺织股份有限公司"	"03132239"	"CN201820898451.5"	"2019.01.25"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343164.9"	"2019.01.25"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830578804.9"	"2019.01.25"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830579542.8"	"2019.01.25"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830583078.X"	"2019.01.25"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201811125704.6"	"2019.01.25"
"河南新野纺织股份有限公司"	"03132239"	"CN201820897811.X"	"2019.01.25"
"珠海格力电器股份有限公司"	"01000651"	"CN201811179702.5"	"2019.01.25"
"河北鑫乐医疗器械科技股份有限公司"	"T000200838"	"CN201820268030.4"	"2019.01.25"
"上海华测导航技术股份有限公司"	"T000271200"	"CN201811033503.3"	"2019.01.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201721523355.4"	"2019.01.25"
"苏州林华医疗器械股份有限公司"	"T000275939"	"CN201811091993.2"	"2019.01.25"
"惠州亿纬锂能股份有限公司"	"T000025733"	"CN201811095979.X"	"2019.01.25"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201721184358.X"	"2019.01.25"
"中兴通讯股份有限公司"	"01000063"	"CN201820776453.7"	"2019.01.29"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830569865.9"	"2019.01.29"
"珠海格力电器股份有限公司"	"01000651"	"CN201710602561.2"	"2019.01.29"
"河北瑞诺医疗器械股份有限公司"	"T000243672"	"CN201721108988.9"	"2019.01.29"
"苏州德品医疗科技股份有限公司"	"T000275214"	"CN201811071814.9"	"2019.01.29"
"中国农业银行股份有限公司"	"T000000019"	"CN201721716958.6"	"2019.01.29"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201710594689.9"	"2019.01.29"
"苏州麦迪斯顿医疗科技股份有限公司"	"T000160801"	"CN201721638299.9"	"2019.01.29"
"新开普电子股份有限公司"	"T000048265"	"CN201811329240.0"	"2019.01.29"
"老肯医疗科技股份有限公司"	"T000183229"	"CN201810984743.5"	"2019.02.01"
"昆药集团股份有限公司"	"02600422"	"CN201811382448.9"	"2019.02.01"
"深圳市天威视讯股份有限公司"	"03134722"	"CN201820810189.4"	"2019.02.01"
"深圳市信维通信股份有限公司"	"T000028909"	"CN201811393393.1"	"2019.02.01"
"宁波戴维医疗器械股份有限公司"	"T000056517"	"CN201721188246.1"	"2019.02.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830575901.2"	"2019.02.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830575719.7"	"2019.02.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830575826.X"	"2019.02.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830575871.5"	"2019.02.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201821292235.2"	"2019.02.05"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201820877145.3"	"2019.02.05"
"湖北双星药业股份有限公司"	"T004734993"	"CN201710300404.6"	"2019.02.05"
"广联达科技股份有限公司"	"T000026577"	"CN201710629012.4"	"2019.02.05"
"深圳市汇顶科技股份有限公司"	"T000148045"	"CN201880001540.8"	"2019.02.05"
"山东奥福环保科技股份有限公司"	"T001927719"	"CN201811184674.6"	"2019.02.05"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201680000938.0"	"2019.02.05"
"昆山科森科技股份有限公司"	"T000179192"	"CN201821044171.4"	"2019.02.05"
"博雅生物制药集团股份有限公司"	"T000052177"	"CN201721636672.7"	"2019.02.12"
"四川长虹电器股份有限公司"	"02600839"	"CN201811292305.9"	"2019.02.12"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201811243052.6"	"2019.02.12"
"京东方科技集团股份有限公司"	"01002725"	"CN201811109680.5"	"2019.02.12"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201720972889.9"	"2019.02.12"
"浩云科技股份有限公司"	"T000061507"	"CN201811473192.2"	"2019.02.12"
"厦门盈趣科技股份有限公司"	"T000145840"	"CN201821202085.1"	"2019.02.15"
"四川长虹电器股份有限公司"	"02600839"	"CN201811319494.4"	"2019.02.15"
"杭州鸿泉物联网技术股份有限公司"	"Q003E8690A"	"CN201811278926.1"	"2019.02.15"
"杭州鸿泉物联网技术股份有限公司"	"Q003E8690A"	"CN201811280478.9"	"2019.02.15"
"四川长虹电器股份有限公司"	"02600839"	"CN201811189605.4"	"2019.02.15"
"莱克电气股份有限公司"	"T000070228"	"CN201811091340.4"	"2019.02.15"
"株洲时代新材料科技股份有限公司"	"03130221"	"CN201811149410.7"	"2019.02.15"
"杭州安恒信息技术股份有限公司"	"T001301651"	"CN201811077983.3"	"2019.02.15"
"金堆城钼业股份有限公司"	"03134603"	"CN201811125030.X"	"2019.02.15"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201821193318.6"	"2019.02.15"
"河南汇博医疗股份有限公司"	"T000392745"	"CN201820108972.6"	"2019.02.15"
"湖南国科微电子股份有限公司"	"T000367272"	"CN201811432231.4"	"2019.02.15"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201821134819.7"	"2019.02.15"
"祥鑫科技股份有限公司"	"T000242233"	"CN201811247868.6"	"2019.02.15"
"山东威达机械股份有限公司"	"03130804"	"CN201820778305.9"	"2019.02.15"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201811232320.4"	"2019.02.15"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201820264968.9"	"2019.02.19"
"浙江天松医疗器械股份有限公司"	"T000123022"	"CN201820264985.2"	"2019.02.19"
"湖南国科微电子股份有限公司"	"T000367272"	"CN201811174192.2"	"2019.02.19"
"浙江大胜达包装股份有限公司"	"T000086755"	"CN201821161179.9"	"2019.02.19"
"南京伟思医疗科技股份有限公司"	"T000278940"	"CN201721088259.1"	"2019.02.19"
"万马科技股份有限公司"	"T000274197"	"CN201721578621.3"	"2019.02.19"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811550147.2"	"2019.02.22"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811550156.1"	"2019.02.22"
"苏州科达科技股份有限公司"	"T000124546"	"CN201811149122.1"	"2019.02.22"
"浩云科技股份有限公司"	"T000061507"	"CN201811507712.7"	"2019.02.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201721922735.5"	"2019.02.22"
"河北鑫乐医疗器械科技股份有限公司"	"T000200838"	"CN201820703548.6"	"2019.02.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201821056469.7"	"2019.02.22"
"青岛海尔生物医疗股份有限公司"	"T004898399"	"CN201830220549.0"	"2019.02.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201821120004.3"	"2019.02.22"
"珠海格力电器股份有限公司"	"01000651"	"CN201811273016.4"	"2019.02.22"
"四川长虹电器股份有限公司"	"02600839"	"CN201811179686.X"	"2019.02.22"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830585077.9"	"2019.02.22"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201721166620.8"	"2019.02.22"
"紫光股份有限公司"	"01000938"	"CN201821216392.5"	"2019.02.22"
"珠海格力电器股份有限公司"	"01000651"	"CN201811334331.3"	"2019.02.22"
"江苏诺泰澳赛诺生物制药股份有限公司"	"T000276344"	"CN201811571212.X"	"2019.02.22"
"美盈森集团股份有限公司"	"T000025776"	"CN201811381499.X"	"2019.02.22"
"比亚迪股份有限公司"	"T000001787"	"CN201821161263.0"	"2019.02.22"
"珠海全志科技股份有限公司"	"T000061152"	"CN201811286766.5"	"2019.02.22"
"深圳市捷佳伟创新能源装备股份有限公司"	"T000069894"	"CN201811526609.7"	"2019.02.22"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830572924.8"	"2019.02.22"
"珠海格力电器股份有限公司"	"01000651"	"CN201811288724.5"	"2019.02.22"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811550158.0"	"2019.02.22"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811555292.X"	"2019.02.22"
"紫光股份有限公司"	"01000938"	"CN201821279809.2"	"2019.02.26"
"天津七一二通信广播股份有限公司"	"T000961202"	"CN201820940824.0"	"2019.02.26"
"上海三友医疗器械股份有限公司"	"T001883465"	"CN201710660924.8"	"2019.02.26"
"杭州安恒信息技术股份有限公司"	"T001301651"	"CN201811224065.9"	"2019.02.26"
"安徽龙磁科技股份有限公司"	"T000058530"	"CN201811322374.X"	"2019.02.26"
"金卡智能集团股份有限公司"	"T000058629"	"CN201811052216.7"	"2019.03.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830543230.1"	"2019.03.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830543321.5"	"2019.03.01"
"杭州安恒信息技术股份有限公司"	"T001301651"	"CN201811272099.5"	"2019.03.01"
"四川长虹电器股份有限公司"	"02600839"	"CN201811196695.X"	"2019.03.01"
"宁波永新光学股份有限公司"	"T003010161"	"CN201811452224.0"	"2019.03.01"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201821047558.5"	"2019.03.01"
"深圳市汇顶科技股份有限公司"	"T000148045"	"CN201880001873.0"	"2019.03.01"
"珠海欧比特宇航科技股份有限公司"	"T000026254"	"CN201811429970.8"	"2019.03.01"
"深圳市有方科技股份有限公司"	"T000277876"	"CN201811310339.6"	"2019.03.01"
"高新兴科技集团股份有限公司"	"T000026751"	"CN201811559958.9"	"2019.03.01"
"科大讯飞股份有限公司"	"03134688"	"CN201811230610.5"	"2019.03.01"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201721895937.5"	"2019.03.01"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201721901240.4"	"2019.03.01"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201721901299.3"	"2019.03.01"
"广州维力医疗器械股份有限公司"	"T000061596"	"CN201721901116.8"	"2019.03.01"
"京东方科技集团股份有限公司"	"01002725"	"CN201811268448.6"	"2019.03.01"
"北京东方雨虹防水技术股份有限公司"	"00077772"	"CN201811204967.6"	"2019.03.01"
"鲁西化工集团股份有限公司"	"01000830"	"CN201820918262.X"	"2019.03.01"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201811595259.X"	"2019.03.01"
"苏州扬子江新型材料股份有限公司"	"T000056047"	"CN201811209547.7"	"2019.03.01"
"苏州扬子江新型材料股份有限公司"	"T000056047"	"CN201811210392.9"	"2019.03.01"
"杭州联络互动信息科技股份有限公司"	"T000025678"	"CN201820505962.6"	"2019.03.05"
"中兴通讯股份有限公司"	"01000063"	"CN201710581303.0"	"2019.03.05"
"中兴通讯股份有限公司"	"01000063"	"CN201710480246.7"	"2019.03.05"
"深圳和而泰智能控制股份有限公司"	"T000026675"	"CN201721728096.9"	"2019.03.05"
"中兴通讯股份有限公司"	"01000063"	"CN201710780565.X"	"2019.03.05"
"辰欣药业股份有限公司"	"T000069841"	"CN201720984896.0"	"2019.03.05"
"天津瑞普生物技术股份有限公司"	"T000028324"	"CN201811564213.1"	"2019.03.08"
"四川长虹电器股份有限公司"	"02600839"	"CN201811222913.2"	"2019.03.08"
"山东泰和水处理科技股份有限公司"	"T000274447"	"CN201811485391.5"	"2019.03.08"
"杭州鸿泉物联网技术股份有限公司"	"Q003E8690A"	"CN201811280474.0"	"2019.03.08"
"上海微创心脉医疗科技股份有限公司"	"Q004203FEF"	"CN201811654752.4"	"2019.03.08"
"江西宏柏新材料股份有限公司"	"Q003FD12D5"	"CN201811344041.7"	"2019.03.08"
"江阴万事兴医疗器械股份有限公司"	"T000183552"	"CN201811585956.7"	"2019.03.08"
"博雅生物制药集团股份有限公司"	"T000052177"	"CN201820927610.X"	"2019.03.08"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201811231261.9"	"2019.03.08"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811551075.3"	"2019.03.08"
"湖南国科微电子股份有限公司"	"T000367272"	"CN201811179174.3"	"2019.03.08"
"烽火通信科技股份有限公司"	"03130024"	"CN201811079795.4"	"2019.03.08"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201820923107.7"	"2019.03.08"
"厦门建霖健康家居股份有限公司"	"T004458083"	"CN201811274140.2"	"2019.03.08"
"博雅生物制药集团股份有限公司"	"T000052177"	"CN201820927377.5"	"2019.03.08"
"博雅生物制药集团股份有限公司"	"T000052177"	"CN201820927579.X"	"2019.03.08"
"环旭电子股份有限公司"	"T000056421"	"CN201811379084.9"	"2019.03.08"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830606104.6"	"2019.03.08"
"江苏诺泰澳赛诺生物制药股份有限公司"	"T000276344"	"CN201811550311.X"	"2019.03.08"
"江西宏柏新材料股份有限公司"	"Q003FD12D5"	"CN201811344353.8"	"2019.03.08"
"博雅生物制药集团股份有限公司"	"T000052177"	"CN201820927411.9"	"2019.03.08"
"吉林华微电子股份有限公司"	"03129984"	"CN201811560737.3"	"2019.03.08"
"科华控股股份有限公司"	"T000162174"	"CN201820422536.6"	"2019.03.08"
"横店集团得邦照明股份有限公司"	"T000182916"	"CN201910011127.6"	"2019.03.12"
"珠海格力电器股份有限公司"	"01000651"	"CN201811223664.9"	"2019.03.12"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811550148.7"	"2019.03.12"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811550168.4"	"2019.03.12"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811555281.1"	"2019.03.12"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811343039.8"	"2019.03.12"
"湖南科瑞生物制药股份有限公司"	"T000223404"	"CN201811550160.8"	"2019.03.12"
"江苏诺泰澳赛诺生物制药股份有限公司"	"T000276344"	"CN201811653783.8"	"2019.03.12"
"江苏诺泰澳赛诺生物制药股份有限公司"	"T000276344"	"CN201811653796.5"	"2019.03.12"
"江苏诺泰澳赛诺生物制药股份有限公司"	"T000276344"	"CN201811653908.7"	"2019.03.12"
"深圳开立生物医疗科技股份有限公司"	"T000271173"	"CN201811593093.8"	"2019.03.12"
"四川长虹电器股份有限公司"	"02600839"	"CN201811511616.X"	"2019.03.12"
"河南省交通规划设计研究院股份有限公司"	"T000270353"	"CN201811607650.7"	"2019.03.12"
"北京当升材料科技股份有限公司"	"T000027108"	"CN201711426613.1"	"2019.03.12"
"北京当升材料科技股份有限公司"	"T000027108"	"CN201711393239.X"	"2019.03.12"
"四川长虹电器股份有限公司"	"02600839"	"CN201811239398.9"	"2019.03.12"
"山东大正医疗器械股份有限公司"	"T000141574"	"CN201721502200.2"	"2019.03.15"
"山东大正医疗器械股份有限公司"	"T000141574"	"CN201721502240.7"	"2019.03.15"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201811051951.6"	"2019.03.15"
"深圳市汇顶科技股份有限公司"	"T000148045"	"CN201780000117.1"	"2019.03.15"
"四川长虹电器股份有限公司"	"02600839"	"CN201811363077.X"	"2019.03.15"
"成都天箭科技股份有限公司"	"T004892367"	"CN201821424527.7"	"2019.03.15"
"成都天箭科技股份有限公司"	"T004892367"	"CN201821430121.X"	"2019.03.15"
"深圳市理邦精密仪器股份有限公司"	"T000040203"	"CN201830369162.1"	"2019.03.15"
"河南汇博医疗股份有限公司"	"T000392745"	"CN201720832720.3"	"2019.03.15"
"楚天科技股份有限公司"	"T000056284"	"CN201811359182.6"	"2019.03.15"
"浙江伏尔特医疗器械股份有限公司"	"T000291823"	"CN201811631375.2"	"2019.03.15"
"恒宝股份有限公司"	"03132338"	"CN201811626996.1"	"2019.03.19"
"山东新华医疗器械股份有限公司"	"03130186"	"CN201820258403.X"	"2019.03.19"
"深圳市共进电子股份有限公司"	"T000061496"	"CN201820938035.3"	"2019.03.19"
"四川长虹电器股份有限公司"	"02600839"	"CN201811386362.3"	"2019.03.19"
"紫光股份有限公司"	"01000938"	"CN201910010481.7"	"2019.03.19"
"四川长虹电器股份有限公司"	"02600839"	"CN201811407253.5"	"2019.03.19"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830618290.5"	"2019.03.19"
"杭州海康威视数字技术股份有限公司"	"T000026753"	"CN201830633567.1"	"2019.03.19"
"浩云科技股份有限公司"	"T000061507"	"CN201811553342.0"	"2019.03.19"
